# from https://api.keyman.com/search/2.0/
# accessed 2026-03-23
ID	Name	Lang codes	Input Script ISO	Output Script ISO	Downloads	Total Downloads	Platform Support
keyman_klallam2	KlallamU	clm	Latn	Latn	3	460	desktopWeb,ios,android
keyman_km_cree	Cree Syllabics	alq,crk	Latn	Latn	58	2746	windows,macos
keyman_km_ojibwasyllabics	Ojibwa Syllabics	alq,ojb	Latn	Latn	75	1873	windows,macos
keyman_km_ojicreesyllabics	Oji-Cree Syllabics	alq,ojs	Latn	Latn	49	1423	windows,macos
keyman_knyaw	knyaw	ksw	Mymr	Mymr	32	1140	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_koalibrere	Ŋenuvǝ	kib	Latn	Latn	19	771	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_korean_9_keys	korean 9 keys	ko	Kore	Kore	23	405	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_korean_dubeolsik	korean dubeolsik	ko	Kore	Kore	64	839	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_korean_phonetic	Korean Phonetic	ko	Kore	Kore	39	6693	windows
keyman_korean_rr	Korean RR	ko	Kore	Kore	42	2637	mobileWeb,desktopWeb,android,ios
keyman_koreguaje	Koreguaje	coe,es	Latn	Latn	51	894	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kreative_sitelenpona_ucsur	Sitelen Pona (KreativeKorp, UCSUR)	tok	Latn	Latn	70	2175	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kreative_supercyrillic	Kreative SuperCyrillic	az,be,bs,bg,ce,ru,sah,sr,uk,uz	Latn	Latn	247	3690	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kreative_superipa	Kreative SuperIPA	und	Latn	Latn	51	1064	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kreative_superlatin	Kreative SuperLatin	af,sq,asa,eu,bem,bez,br,ca,cgg,ksh,kw,hr,cs,da,nl,ebu,en,eo,et,fo,fil,fi,fr,fur,gl,lg,de,guz,haw,hu,is,smn,id,ga,it,dyo,kea,kl,kln,kam,ki,rw,lkt,lv,lt,dsb,luo,lb,luy,jmc,mgh,kde,mg,mt,gv,mer,mfe,se,nd,no,nb,nn,nyn,om,pl,pt,prg,qu,ro,rm,rof,rn,rwk,saq,sg,sbp,gd,seh,sr,ksb,sn,sk,sl,xog,so,es,sw,sv,gsw,dav,teo,to,hsb,uz,vo,vun,wae,cy,fy,zu	Latn	Latn	1377	7747	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kreative_superpet	Kreative SuperPET	zxx			34	999	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kreative_supersymbol	Kreative SuperSymbol	zxx,zxx			28	909	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_krung	Krung	krr	Khmr	Khmr	38	1149	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kui_odia_winscript	Kui Odia WinScript	uki	Orya	Orya	25	854	desktopWeb,linux,macos,windows
keyman_lac_viet	Lac Viet	za	Latn	Latn	39	523	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_ladino	Teklado Ladino	lad	Hebr	Hebr	25	82	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lahu	Lahu	lhu	Latn	Latn	109	5429	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lamkaang	Lamkaang	lmk	Latn	Latn	20	495	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_landuma	Landuma	ldm	Latn	Latn	62	926	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lao_2008_basic	Lao 2008 Basic	lo	Laoo	Laoo	21	1067	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lao_2008_rapid	Lao 2008 Rapid	lo	Laoo	Laoo	18	946	linux,macos,windows
keyman_lao_on_thai_layout	Lao on Thai layout	lo	Laoo	Laoo	45	45	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lao_pali	Lao Pali	lo	Laoo	Laoo	38	1871	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lao_pali_extended	Lao Pali Extended	lo	Laoo	Laoo	58	295	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lao_pali_us	Lao Pali US	lo	Laoo	Laoo	24	848	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lao_phonetic	Lao Phonetic	lo	Laoo	Laoo	38	1467	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_latinized_urdu	Latinized Urdu	ur	Arab	Arab	31	601	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lavanya	Lavanya	te	Telu	Telu	32	678	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_laz	Laz	lzz	Latn	Latn	29	1528	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lazuri	Lazca Klavye	lzz	Latn	Latn	49	1356	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_libtralo	LIBTRALO	bza,bsq,oub,gol,gbo,kss,klu,xpe,kqo,krw,blh,lom,mev,mzj,krn,buy,kno,kri,knk,lia,lok,men,tem,vai,dee,dnj,ggb,glr,grb,gry,grv,gec,grj,kpe,tja,bmf,bun	Latn	Latn	113	3963	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_linear_b	Linear B syllabary	gmy	Linb	Linb	26	1056	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_linear_b_full_syllabary	Linear B Full Syllabary Signs	gmy	Linb	Linb	46	291	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lingfilsemitica	LingfilSemitica	adf,arz,ayh,acw,acm,ars,acx,ayn,arb,acq,aii,gez,he,hbo,jdt,sqt,syc	Ethi	Ethi	145	4236	windows,macos
keyman_luo_lakeside	Lakeside	luo	Latn	Latn	44	807	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lushootseed	Lushootseed Unicode	lut	Latn	Latn	69	4316	windows,desktopWeb,ios,android,macos
keyman_lushootseed_u	Lushootseed Unicode	lut	Latn	Latn	13	903	windows,macos
keyman_lycian	Lycian	xlc,imy	Lyci	Lyci	119	1009	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_lydian	Lydian	xld	Lydi	Lydi	47	892	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mahajani_inscript	Mahajani (Inscript)	hi,mwr,pa,pnb,lah	Deva	Deva	12	744	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_makasar_inscript	Makasar Inscript	mak	Latn	Latn	20	573	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_malar_braille	Malar Braille	en,af,aln,am,arb,ar,arz,az,azj,bcl,be,bem,bg,bik,bn,bud,cbk,ceb,cmn,cs,cy,da,de,dje,ee,el,es,et,fi,fr,grt,gu,ha,he,hi,hil,ho,hr,hu,hy,id,ilo,it,ja,ka,kbp,khk,kj,kk,kn,ko,lus,lv,mg,mk,ml,mn,mni,mos,mr,ms,mt,my,ne,nl,npi,nr,nso,ny,or,ory,pag,pam,pl,plt,pt,rn,ro,ru,rw,si,sk,sl,sn,sng,sq,sr,sv,swh,ta,te,th,tl,tr,ts,ur,uz,uzn,ve,vi,war,xh,xon,yo,yue,zh,zsm,zu	Ethi	Ethi	430	15367	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_malar_malayalam	Malar Malayalam	ml	Mlym	Mlym	45	2788	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_malar_malayalam_inscript	Malar Malayalam Inscript	ml	Mlym	Mlym	46	4136	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_malar_tirhuta	Malar Tirhuta	mai,sa	Deva	Deva	33	1039	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_malay_jawi	Malay Jawi	ms,bew,jv,su,bug,min,wlo	Latn	Latn	73	177	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_maltese	Maltese	mt	Latn	Latn	182	9025	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_manchu	Manchu	mnc	Mong	Mong	60	1107	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_manchu_cyrillic	manchu cyrillic	mnc	Mong	Mong	54	61	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mandaic_phonetic	Mandaic Phonetic	mid	Mand	Mand	77	3761	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_manga_ajami_azerty	Manga Ajami AZERTY	kby	Arab	Arab	16	470	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_manga_ajami_qwerty	Manga Ajami QWERTY	kby	Arab	Arab	11	501	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_manga_latin_azerty	Manga Latin AZERTY	kby	Arab	Arab	61	582	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_manga_latin_qwerty	Manga Latin QWERTY	kby	Arab	Arab	28	574	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_manichaean	Manichaean	sog,txb,xbc,xmn	Sogd	Sogd	32	1165	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mara	Mara	mrh	Latn	Latn	42	350	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_marchen_direct_input	Marchen Direct Input	bo,xzh	Marc	Marc	22	852	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_masaba	Masaba	bm	Latn	Latn	24	570	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_masaram_gondi	Masaram Gondi (ITRANS)	gon	Deva	Deva	101	11151	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mathematical_bold_script	Mathematical Bold Script	zxx			38	38	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mbsindhi	MBSindhi	sd	Arab	Arab	1733	60020	windows,desktopWeb,macos,linux
keyman_me_en	Me’en (Latin)	mym	Ethi	Ethi	46	1064	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_medefaidrin	Medefaidrin	dmf	Medf	Medf	15	817	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_meitei_legacy	Meitei (Legacy)	mni	Beng	Beng	24	1845	desktopWeb,linux,macos,windows
keyman_meroitic_cursive	Meroitic Cursive	xmr	Merc	Merc	22	680	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_meroitic_hieroglyphs	Meroitic Hieroglyphs	xmr	Merc	Merc	48	1050	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_miluk_hanis_siuslaw	miluk_hanis_siuslaw	aes,csz,iml,sis	Latn	Latn	47	1138	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mingrelian_cyrillic	Mingrelian Cyrillic	xmf	Geor	Geor	76	1128	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mitterhofer	Mitterhofer	en	Latn	Latn	16	992	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mjh_aligali	MJH Ali Gali	sa,bo,mn	Deva	Deva	38	647	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mjh_hudum	MJH Hudum	mn	Cyrl	Cyrl	30	720	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mjh_manchu	MJH Manchu	mnc,mn	Mong	Mong	32	894	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mjh_sibe	MJH Sibe	sjo,mn	Cyrl	Cyrl	22	642	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mjh_todo	MJH Todo	xal,mn	Cyrl	Cyrl	52	786	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_modi_inscript	modi_inscript	mr	Deva	Deva	39	1589	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_modi_kagapa_phonetic	Modi KaGaPa Phonetic	mr,hi,sa	Deva	Deva	26	428	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mon_anonta	Mon Anonta	mnw	Mymr	Mymr	2202	91962	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mon_phonetic	Mon (Phonetic)	mnw	Mymr	Mymr	79	4343	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mongolian_cyrillic_qwerty	Mongolian Cyrillic QWERTY	khk			211	6875	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_moro	Moro	mor	Latn	Latn	48	176	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_mozhi_malayalam	Malayalam Mozhi	ml	Mlym	Mlym	496	42466	desktopWeb,linux,macos,windows
keyman_mro_phonetic	Mro Phonetic	mro	Mroo	Mroo	125	4265	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_multani_inscript	Multani Inscript	skr	Arab	Arab	21	532	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_multi_pak_phonetic	Multi Pak Phonetic	bgp,ks,mby,pbt,pnb,pst,skr,sd,ur,lah	Arab	Arab	83	2752	desktopWeb,linux,macos,windows
keyman_munji	Munji	mnj	Arab	Arab	24	538	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_myancode_san	MyanCode-San	sa	Deva	Deva	47	2036	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nabataean_inscript	Nabataean Inscript	arc	Armi	Armi	31	707	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nag_mundari	Nag Mundari	unr	Beng	Beng	19	882	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_naijatype	Naija Type	abn,kad,agc,yay,ala,ahs,cch,awo,bcy,bcn,bsj,bzw,bkv,bom,bus,bwr,bys,nat,cky,asg,dri,dbd,dgh,cfa,ldb,jen,igb,bin,eka,enn,ich,utr,eza,fuv,gby,ank,gkn,gde,jgk,ha,jab,cen,iby,idu,ig,ige,ikk,ikw,iqw,etx,atg,izr,izz,jib,kaj,cdr,hig,kr,kai,ckl,okr,kez,kub,hia,yaz,lnu,mda,mzk,mfo,mfn,mbu,mzm,sur,anc,nin,nup,hbb,ann,odu,ogc,png,pip,pcm,pym,res,iri,cla,tal,tan,yer,ttr,tiv,kdl,tsw,tvd,tul,kcg,uth,gel,wja,wji,yba,yo,awc,grh,en,en,bqv,bqv	Latn	Latn	1166	15594	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nailangs	Nailangs	bin,efi,fuv,ha,idu,ig,ijs,bms,kr,kby,krt,tiv,urh,yo	Latn	Latn	217	3214	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nandinagari_inscript	Nandinagari Inscript	kn,sa	Deva	Deva	15	687	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nasa_yuwe	Nasa Yuwe	pbb	Latn	Latn	9	436	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_naskapi_u	Naskapi Unicode	alq,nsk	Latn	Latn	38	518	windows,macos
keyman_nasuni	Naskapi Common	nsk	Cans	Cans	49	294	desktopWeb,ios,android
keyman_nepali_romanized	Nepali Romanized	ne	Deva	Deva	175	2487	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nepali_traditional	Nepali Traditional	ne	Deva	Deva	99	3134	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_netgkb	netGujarati	gu	Gujr	Gujr	43	522	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_newa_romanized	Newa Romanized	new	Deva	Deva	57	2097	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_newa_traditional	Newa Traditional	new	Deva	Deva	50	2079	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_newa_traditional_extended	Newa Traditional Extended	new	Deva	Deva	28	966	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nguphing	nguphing	wuu	Hans	Hans	11	453	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nias	Nias	nia	Latn	Latn	29	1139	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nisenan	Nisenan	nsz	Latn	Latn	23	500	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nko	N'Ko Phonetic	nqo,emk,man,bm,dyu	Nkoo	Nkoo	34	3448	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nkonya	Nkonya	nko	Latn	Latn	14	630	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nlci_bengali_winscript	Bengali Winscript (NLCI)	bn	Beng	Beng	28	996	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nlci_devanagari_winscript	Devanagari WinScript (NLCI)	hi,mjt,kfk	Deva	Deva	98	3598	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nlci_gujarati_winscript	Gujarati WinScript (NLCI)	gu	Gujr	Gujr	26	950	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nlci_gurmukhi_winscript	Gurmukhi Winscript (NLCI)	pa,sd,skr	Arab	Arab	21	1294	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nlci_ipa	IPA (NLCI)	und	Latn	Latn	47	1459	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nlci_kannada_winscript	Kannada WinScript (NLCI)	kn,kfi,tcy,sa	Deva	Deva	70	1806	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nlci_malayalam_winscript	Malayalam WinScript (NLCI)	ml	Mlym	Mlym	24	1834	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nlci_oriya_winscript	Oriya WinScript (NLCI)	or	Orya	Orya	103	1869	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nlci_tamil_winscript	Tamil WinScript (NLCI)	ta	Taml	Taml	43	2535	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nlci_telugu_winscript	Telugu Winscript (NLCI)	te	Telu	Telu	55	1321	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nobonob	Nobonob	gaw	Latn	Latn	12	506	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_northern_sierra_miwok	northern sierra miwok	nsq	Latn	Latn	7	424	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nrc_crk_cans	ᓀᐦᐃᔭᐍᐏᐣ (Cree Syllabics)	crk	Cans	Cans	73	3981	mobileWeb,desktopWeb,android,ios
keyman_nrc_makah	Makah	myh	Latn	Latn	52	1588	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_ntl_onekey	NTL OneKey (新傣文一键)	khb	Talu	Talu	36	1864	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_numanggang	Numanggang	nop	Latn	Latn	20	437	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nw_iranian_latin	NW Iranian Latin	glk	Arab	Arab	15	821	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nyiakeng_puachue_hmong	Nyiakeng Puachue Hmong	hnj,mww	Hmnp	Hmnp	44	744	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_nzema	Nzema	nzi	Latn	Latn	12	406	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_o_tissi	Ó tissi	acv	Latn	Latn	15	652	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_obolo_chwerty	Obolo Chwerty	ann	Latn	Latn	27	1915	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_obolo_qwerty	Obolo Qwerty	ann	Latn	Latn	24	994	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_okanaganu	OkanaganU				35	1053	windows,macos
keyman_old_english	Old English	ang,enm	Latn	Latn	246	3671	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_old_hungarian	Old Hungarian	ohu	Latn	Latn	108	4376	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_old_hungarian_carpathian_highlands	Old Hungarian (Carpathian Highlands)	ohu	Latn	Latn	19	898	desktopWeb,linux,macos,windows
keyman_old_korean	old_korean	ko	Kore	Kore	58	564	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_old_north_arabian_phonetic	Old North Arabian (Phonetic)	xna	Narb	Narb	22	652	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_old_permic	Old Permic	koi,kv	Cyrl	Cyrl	29	692	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_old_persian	Old Persian	peo	Xpeo	Xpeo	56	1167	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_old_sogdian	Old Sogdian	sog	Sogd	Sogd	35	827	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_old_turkic_udw21_qwerty	Old Turkic UDW21 (QWERTY)	otk	Orkh	Orkh	82	2550	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_old_uyghur	Old Uyghur	oui,ybe	Latn	Latn	39	970	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_oneida_u	Oneida Unicode	lre,one	Latn	Latn	22	591	windows,macos
keyman_onondaga_u	Onondaga Unicode	lre,ono	Latn	Latn	28	881	windows,macos
keyman_optitrans_devanagari_sanskrit_pre_vedic	Pre-Vedic Sanskrit Devanagari Phonetic (OPTITRANS)	sa	Deva	Deva	49	388	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_orma	orma	orc	Latn	Latn	29	676	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_orviet10	OR Vietnamese	vi	Latn	Latn	30	1374	windows,desktopWeb,ios,android,macos
keyman_orvietviqr10	OR Vietnamese (VIQR)	vi	Latn	Latn	28	1487	windows,desktopWeb,ios,android,macos
keyman_osage_nation	Osage (Classic)	osa	Osge	Osge	64	2090	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_osage_nation_new	Osage	osa	Osge	Osge	29	1197	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_otoe_missouria	Otoe-Missouria	iow	Latn	Latn	10	629	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pa_oh	Pa-Oh	blk,my	Mymr	Mymr	67	67	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pahawh_hmong_basic	Pahawh Hmong (Basic)	hmd,hmn,hnj,hrm,mww	Latn	Latn	71	1496	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pak_urdu_phonetic	Pak Urdu Phonetic	ur	Arab	Arab	789	2035	desktopWeb,linux,macos,windows
keyman_paleohispanic	Paleohispanic	xib			22	3952	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_palmyrene	Palmyrene	arc	Armi	Armi	21	626	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pan_kachin	Pan Kachin	kac,lsi,mhx,atb,raw	Latn	Latn	47	47	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pashai	Pashai	psi	Arab	Arab	31	792	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pau_cin_hau	Pau Cin Hau	ctd	Pauc	Pauc	70	1486	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_persian_phonetic	Persian Phonetic	pes,fa	Arab	Arab	138	4349	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_persian11	Persian (Farsi)	pes			237	29141	windows,macos
keyman_phaistos_disc	Phaistos Disc	zxx			8	702	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_phoenician	Phoenician	phn,obm,xpu	Phnx	Phnx	118	2521	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_phonetic_farsi	Phonetic Farsi	fa	Arab	Arab	74	1299	desktopWeb,linux,macos,windows
keyman_phoneticmalayalam	Phonetic Malayalam	ml	Mlym	Mlym	336	15255	windows,desktopWeb,ios,android,macos
keyman_phonyrus	PhonyRus	ru	Cyrl	Cyrl	42	1400	windows,macos
keyman_pid_piaroa	Piaroa	pid	Latn	Latn	14	1245	linux,macos,windows
keyman_pingelap	pingelap	pif	Latn	Latn	22	554	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pinyin	Pinyin Chinese	cmn			128	2933	windows,macos
keyman_pinyin_typer	pinyin typer	zh	Hans	Hans	100	1209	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pokhto	Pokhto	pst,pbu,pbt	Arab	Arab	64	1127	windows,macos
keyman_poorna_malayalam_extended_inscript	Poorna Malayalam Extended Inscript	ml	Mlym	Mlym	30	1206	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_poorna_malayalam_typewriter	Poorna Malayalam Typewriter	ml	Mlym	Mlym	27	1279	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_postmodern_english_uk_dualstroke	Postmodern English UK DualStroke	en	Latn	Latn	28	973	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_postmodern_english_uk_natural	Postmodern English UK Natural	en	Latn	Latn	48	899	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_postmodern_english_us_dualstroke	Postmodern English US DualStroke	en	Latn	Latn	21	1340	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_postmodern_english_us_natural	Postmodern English US Natural	en	Latn	Latn	42	1329	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pothana	Pothana Telugu	te	Telu	Telu	73	2028	windows,macos
keyman_programmer_dvorak	Programmer Dvorak	en	Latn	Latn	21	626	desktopWeb,linux,macos,windows
keyman_psalter_pahlavi_phonetic	Psalter Pahlavi (Phonetic)	pal	Phli	Phli	44	666	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pt_azerty	Portuguese Azerty	pt	Latn	Latn	27	1187	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pt_international	Portuguese (International)	pt	Latn	Latn	26	1840	desktopWeb,linux,macos,windows
keyman_pt_pro	Portuguese (Programmers)	pt	Latn	Latn	26	1118	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pukapuka	Pukapuka	pkp	Latn	Latn	24	548	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_pulaar_ajamiya_qwerty	Pulaar Ajamiya (Qwerty)	fuc			28	537	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_qom	Qom	tob	Latn	Latn	16	1045	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_quinault	Quinault	qun	Latn	Latn	25	1143	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_qwerty_farang	QWERTY Farang	th	Thai	Thai	28	1097	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_rac_aer	Rachitrali-Aer	aeq	Arab	Arab	40	829	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_rac_arabic	Rachitrali-Arabic	ar	Arab	Arab	53	1260	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_rac_balti	Rachitrali-Balti	bft	Arab	Arab	57	1019	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_rac_brahui	Rachitrali-Brahui	brh	Arab	Arab	65	932	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_rac_brahui_latin	Rachitrali-Brahui-Latin	brh	Arab	Arab	39	642	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_rac_burushaski	Rachitrali-Burushaski	bsk	Arab	Arab	52	1073	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_rac_dameli	Rachitrali-Dameli	dml	Arab	Arab	72	801	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_rac_dhatki	Rachitrali-Dhatki	mki	Arab	Arab	25	739	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_rac_dogri	Rachitrali-Dogri	dgo,doi	Deva	Deva	37	785	windows,macos,linux,desktopWeb,ios,android,mobileWeb
