# Source: https://ldml.api.sil.org/langtags.json (SIL langtags dataset, public domain)
# Docs: https://github.com/silnrsi/langtags/blob/master/doc/langtags.md
iso639_3	iso639_3extra	names
bzr		Juipera;Widi;Wierdi;Wirdi;Wiri;Wiriwiri;Wirri;Yuwibara
bzs		LIBRAS;LSB;Libras;Língua Brasileira de Sinais;Língua de Sinais Brasileira;Língua de Sinais dos Centros Urbanos Brasileiros;SPSL;São Paulo Sign Language
bzt		
bzu		Boromeso;Borumesso;Burumeso;Manau;Monao;Monau;Taurap
bzv		Bebe;Yi Be Wu
bzw		Abacha;Abatsa;Basa (Nigeria);Basa-Benue;Bassa;Rubasa;Rubassa
bzx		Boso;Hain;Hainyaxo Bozo;Hanyaxo;Kelenga;Kelengaxo;Kélenga;Kélinga;Kéllingua;Kɛlɛngaxo Bozo;Kɛlɛŋahoo;Kɛlɛŋakan;Xaaɲaxoo;Xan;Xanyaxo;Xanyaxoo
bzy		Abanliku;Obanliku
bzz		Avand;Avande;Balegete;Belegete;Evand;Ovand;Ovande;Ovando
cat		Algherese Catalan;Catalan-Valencian-Balear;Catalonian;Català;Patuet;Valencian;català;catalán;pataouète
cat		Algherese Catalan;Catalan-Valencian-Balear;Catalonian;Català;Patuet;Valencian;català;catalán;pataouète
cat		Algherese Catalan;Catalan-Valencian-Balear;Catalonian;Català;Patuet;Valencian;català;catalán;pataouète
caa		Chortiꞌ;Chortí
cab		Black Carib;Caribe;Central American Carib;Garífuna;Garínagu;Karif
cac		Chapai;Chuh;Chuhe;Chuje;Koti’
cad		Caddoe;Hasí:nay;Hatsinai;Kado;Kadohadacho
cae		Kelaalaa;Lala;Lehar;Serer
caf		Dakelh;Southern Carrier
caf		Dakelh;Southern Carrier
cag		Ashlushlay;Axluslay;Axluxlay;Guisnai;Nivaklé
cah		
caj		
cak		Cakchiquel;Kakchikel;Kaqchikel chʼabʼäl;Kaqchiquel;Maya
cak		Cakchiquel;Kaqchikel chʼabʼäl;Kaqchiquel;Maya
cak		Cakchiquel;Kaqchikel chʼabʼäl;Kaqchiquel;Maya
cak		Cakchiquel;Kaqchikel chʼabʼäl;Kaqchiquel;Maya
cak		Cakchiquel;Kaqchikel chʼabʼäl;Kaqchiquel;Maya
cak		Cakchiquel;Kaqchikel chʼabʼäl;Kaqchiquel;Maya
cak		Cakchiquel;Kaqchikel chʼabʼäl;Kaqchiquel;Maya
cak		Cakchiquel;Kaqchikel chʼabʼäl;Kaqchiquel;Maya
cak		Cakchiquel;Kaqchikel chʼabʼäl;Kaqchiquel;Maya
cak		Cakchiquel;Kaqchikel chʼabʼäl;Kaqchiquel;Maya
cal		Refalúwasch;Saipan Carolinian;Southern Carolinian
cam		Camuhi;Camuki;Cemuhi;Cèmuhî;Tie;Touho;Tyamuhi;Wagap
can		Tchambuli;Tshamberi
cao		Chákobo
cap		Puquina;uru-chipaya
caq		Car;Car Nicobarese;Nicobar;Nicobara;Pû
car		Caribe;Cariña;Galibi;Galibi Carib;Galibí;Kalihna;Kalinya;Kalin’a;Kali’na;Kara’ibs;Kariña;Kari’na;Kari’na auran;Kari’nja;Kari’nya;Kari’ña;Karìna;Karìna auran;Maraworno;Marworno
cas		Chimané;Chimán;Moseteno;Mosetén
cav		Kavinenya
caw		Callahuaya;Callawaya;Kallawaya;Pohena;machajuyai-kallawaya
cax	xba	Anenho;Besïro;Chikitano;Chiquito;Linguará;Tarapecosi
cay		Gayogo̱hó:nǫ’
caz		Kanichana
cbb		Cabiuarí;Cabuyari;Cauyarí;Cuyare;Kabiyarí;Kauyarí;Kawiarí;Kawillary;Kawiri;Kawiyarí
cbc		Carapana-Tapuya;Carapanã;Karapano;Karapaná;Karapanã;Mehtã;Mextã;Mi tea;Mochda;Moxdoa;Muteamasa;Muxtea;Mõxtã;Möxdöá;Ukopinõpõna
cbd		Carifuna;Carihona;Hianacoto;Hianacoto-Umaua;Hianakoto;Huaque;Kaliohona;Karihona;Karijona;Koto;Omagua;Tsahá;Umawa
cbg		Caca Weranos;Chimile;Ette Ennaka;Ette Taara;San Jorge;Shimizya;Simiza
cbi		Cayapa;Chachilla;Cha’ Palaachi;Cha’Palaa;Cha’palaachi;Kayapa
cbj		Caabe;Cabe;Ede-Cabε;Sábέε;Ṣabẹ;Tchabè;Tsábε
cbk		Chabacano;Chabakano
cbk		Chabacano;Chabakano
cbl		Bualkhaw Chin;Bualkhua;Phadei
cbn		Chao Dong;Chaodon;Lawa;Niakuol;Niakuoll;Nyah Kur;Nyakur
cbo		Azora;Chokobo;Cikobu;Cokobanci;Cokobawa;Cokobo;Ndazora;Zora
cbq		Cuba;Urcibar
cbr	nom	Aincacatai;Cachibo;Cacibo;Cahivo;Cashibo-Cacataibo;Caxibo;Hagueti;Incauncanibo;Kashibo;Kashibo-Kakataibo;Managua
cbs		Cashinahua;Caxinahua;Caxinauá;Caxinawá;Hantxa Kuin;Huni Kui;Huni Kuin;Hãtxa Kuī;Juni Kuin;Kashinahua;Kaxinauá;Kaxinawá;Kaxynawa
cbt		Balsapuertino;Cahuapa;Cahuapana;Campo Piyapi;Chahui;Chawi;Chayabita;Chayahuita;Chayawita;Chayhuita;Paranapura;Shahui;Shayabit;Tsaawí;Tshaahui
cbu		Candoshi;Candoshi-Shapra;Candoxi;Kadoazi koko;Kandoshi;Kandozi;Murato
cbv		Báda;Bára;Cakua;Kakua;Kákwa;Wacara
cbw		Bisaya’;Cabalian;Cabalianon;Kabalianon;Kinabalianon
cby		Yuri
cca		
ccc		Chamekolo;Chamicolo;Chamicura;Chamikuro
ccd		
cce		Chichopi;Cicopi;Copi;Shichopi;Shicopi;Shilenge;Tschopi;Txitxopi;Txopi;Xilenge;shiChopi
ccg		Chamba;Chamba Daka;Daka;Dakka;Dekka;Deng;Jama;Sama;Sama Mum;Samabu;Samba;Tchamba;Tikk;Tsamba
cch		Cawai;Cawe;Cawi;Chawai;Chawe;Chawi
ccj		Cassanga;Guatcha;Guhaaca;Haal;I-Hadja;Kassanga
ccl		Asian Swahili
ccm		Chitties Malay Creole;Malaccan Creole Malay
cco		Chinanteco de Santiago Comaltepec;Comaltepec Chinantec;Jmíiˊ;Santiago Chinantec;juu jmiih
ccp		Chakama;Changma Kodha;Changma Vaj;Daingnet;Sakma;Sangma;Takam;Tsakma
ccp		Chakama;Changma Kodha;Changma Vaj;Daingnet;Sakma;Sangma;Takam;Tsakma
ccp		Chakama;Changma Kodha;Changma Vaj;Daingnet;Sakma;Sangma;Takam;Tsakma
ccr		Pisbi
cda		Chona;Chone;Cone;Jone;Zhuoni
cde		Chenchucoolam;Chenchwar;Chensulu;Chenswar;Choncharu
cdf		Rem;Riem
cdf		Rem;Riem
cdg		
cdh		Cameali;Chamaya;Chambiali;Chambiyali;Chamiyali Pahari;Chamrali;Chamya;Chamĕāḷī
cdh		Cameali;Chamaya;Chambiali;Chambiyali;Chamiyali Pahari;Chamrali;Chamya;Chamĕāḷī
cdi		Bhil;Chaudhari;Chaudri;Chodhari;Choudhara;Choudhary;Chowdhary
cdj		Chaurahi;Churahi Pahari;Churai Pahari;Himachali;Pahari
cdm		Chyo’bang;Cyo’bang;Praja Bhasa;Tsepang
cdm		Chyo’bang;Cyo’bang;Praja Bhasa;Tsepang
cdn		Bangba Lo;Bangba-Lwo;Bangbani;Chanpa Lo;Chaudans Lo;Saukas;Shaukas;Tsaudangsi
cdo		Eastern Fujian;Eastern Min;Foochow;Hokchiu;Matsu;Mazu;Min Dong;Min Dong Chinese;Mindong
cdo		Eastern Fujian;Eastern Min;Foochow;Hokchiu;Matsu;Mazu;Min Dong;Min Dong Chinese;Mindong
cdo		Eastern Fujian;Eastern Min;Foochow;Hokchiu;Matsu;Mazu;Min Dong;Min Dong Chinese;Mindong
cdr		Cinda-Regi-Tiyal;Tiyal;Tiyar;Tucipu;Tu’yara;’Yara
cds		
cdy		Cha Dong;Chadonghua;Chadongyu
cdz		Kaora;Kora;Korali;Korati;Kore;Mudi;Mudikora
che		Galancho;Nokchiin Muott;Nokhchi;Nokhchiin
che		Galancho;Nokchiin Muott;Nokhchi;Nokhchiin
che		Galancho;Nokchiin Muott;Nokhchi;Nokhchiin
cea		Lower Chehalis;Łəw’ál’məš
ceb		Binisaya;Bisaya;Sebuano;Sinugbuanong Binisaya;Sugbuanon;Sugbuhanon;Visayan
ceb		Binisaya;Bisaya;Sebuano;Sinugbuanong Binisaya;Sugbuanon;Sugbuhanon;Visayan
ceg		Ishir;Ishiro;Jeywo;Yshyro;Yshyro ahwoso;Ɨshɨr ahwoso;Ɨshɨro;Ɨshɨro ahwoso
cek		Eastern Khumi Chin;Khami
cek		Chin, Eastern Khumi Asang (Khongso) dialect;Khami
cek		Chin, Eastern Khumi Hnise dialect;Khami
cek		Chin, Eastern Khumi Kanise dialect;Khami
cek		Chin, Eastern Khumi Khawng Tuu dialect;Khami
cek		Chfin, Eastern Khumi Khong Tu dialect;Khami
cek		Chin, Eastern Khumi Lemi dialect;Khami
cek		Chin, Eastern Khumi Likhy dialect;Khami
cek		Chin, Eastern Khumi Rengcaa dialect;Khami
cek		Chin, Eastern Khumi Rengcaa dialect Ta-aw alphabet;Khami
cen		Aficen;Biken;Cen;Chen;Forom;Icen;Icen FiForon;Icen Ibaas;Ichen;Itchen
cet		Cen Tuum;Jaabɛ;Jalaa;Jalabɛ
cey		Ekai;Ekai Chin;Lawktu;Läoktü
cfa		Cam;Dijim-Bwilim;Dikaka
cfd		Chara;Facara;Fachara;Fakara;Nfachara;Pakara;Tariya;Tera;Terea;Teriya;Terri
cfg		Asom;Bakula;Chomo;Como Karim;Khiyu;Kinzimba;Kirim;Kiyu;Nuadhu;Shomo Karim;Shomoh;Shomong
cfm		Falam;Falam Chin;Fallam;Halam;Halam Chin;Hallam;Hallam Chin;Tipura
cfm		Falam;Falam Chin;Fallam;Halam;Halam Chin;Hallam;Hallam Chin;Tipura
cfm		Chin, Falam Khualshim;Falam;Falam Chin;Fallam;Halam;Halam Chin;Hallam;Hallam Chin;Tipura
cfm		Chin, Falam Lente;Falam;Falam Chin;Fallam;Halam;Halam Chin;Hallam;Hallam Chin;Tipura
cfm		Chin, Falam Zanniat;Falam;Falam Chin;Fallam;Halam;Halam Chin;Hallam;Hallam Chin;Tipura
cga		
cgc		Cagayano;Kagay-anen;Kinagayanen
cgg		Bachiga;Bahororo;Bakiga;Ciga;Kiga;Nkore;Nkore-Kiga;Oluchiga;Orukiga;Rukiga;Runyankore-Rukiga
cgk		Chocangaca;Chocha Ngacha;Kursmadkha;Maphekha;Rtsamangpa’ikha;Tsagkaglingpa’ikha;Tsamang;rTsamangpa’i kha
cha		Chamorru;Tjamoro
chb		Mosca;Muisca;Muysc Cubun;Muysca
chc		
chd		Chontal de Oaxaca Alto;Chontal de la Sierra de Oaxaca;Highland Chontal;Highland Oaxaca Chontal;Tequistlatec;Tsame;Tsome
chf		Chontal Maya;Chontal de Tabasco;Tabasco Chontal;Yocot’an
chg		Chaghatai;Chaghatay;Jagatai;Tschagataisch
chh		Lower Chinook;Shoalwater
chj		Chinanteco del Norte;Comaltepec Chinantec;Jmiih kia’ dzä ‘vï ï;Jujmi;Ojitlán Chinantec
chk		Chuk;Chuuk;Lagoon Chuukese;Ruk;Truk;Trukese
chl		
chm	mhr	Cheremis;Cheremiss;Cheremissian;Eastern Cheremis;Eastern Mari;Low Mari;Lowland Mari;Lugovo Mari;Mari;Mari oriental;Mari, Meadow;Mari-Woods;More;Ostčeremissisch;Szeremissi;Tscheremissisch;Woods Mari;tchérémisse;Čeremissisch
chm	mhr	Cheremis;Cheremiss;Cheremissian;Eastern Cheremis;Eastern Mari;Low Mari;Lowland Mari;Lugovo Mari;Mari;Mari oriental;Mari, Meadow;Mari-Woods;More;Ostčeremissisch;Szeremissi;Tscheremissisch;Woods Mari;tchérémisse;Čeremissisch
chn		Chinook Jargon;Chinook Pidgin;Chinook jargon;Chinuk Wawa;Jargon;Tsinuk Wawa
chn		Chinook Jargon;Chinook Pidgin;Chinook jargon;Chinuk Wawa;Jargon;Tsinuk Wawa
cho		Chahta;Chahta Anumpa
chp		Dene Suline;Dëne Súline;Dënesųłıné
chp		Dene Suline;Dëne Súline;Dënesųłıné
chq		Highland Chinantec;Quiotepec Chinantec;juu jmiih
chr		Aniyunwiya;Tsalagi;Tslagi
chr		Aniyunwiya;Tsalagi;Tslagi
cht		Seeptsa;Tinganeses
chw		Chichwabo;Chuabo;Chuwabo;Chwabo;Cicuabo;Cuabo;Cuwabo;Echuabo;Echuwabo;Echuwabu;Ecwabo;Etxuwabo;Txuwabo;Xuabo
chx		Chantel;Chhantel;Chhantyal;Khamkura
chy		Tsisinstsistots;Tsitsistas;Tsėhesenėstsestȯtse
chz		Chinanteco de Ayotzintepec;Chinanteco del Sureste Alto;Jumi dsa mojai;Juujmii;Ozumacín Chinantec
cia		Boetoneezen;Buton;Butonese;Butung;South Buton;Southern Butung
cia		Boetoneezen;Buton;Butonese;Butung;South Buton;Southern Butung
cia		Boetoneezen;Buton;Butonese;Butung;South Buton;Southern Butung
cib		Ayizo-Ci;Ci;Ci Gbe;Cigbe;Tchi
cic		Chikashshanompa’
cid		
cie		Cinene
cih		Chana;Channali;Chinal;Dagi;Harijan;Shipi
cik		Chhitkul-Rakchham;Chitkhuli;Chitkuli;Chitkuli Kinnauri;Kanauri;Kinnauri;Thebarskad;Tsitkhuli;Tsíhuli
cim		Tzimbro;Zimbrisch
cin		
cip		Chaipanec;Chiapaneco;Chiapaneko;Proto Chiapanec
cir	meg	Ciiri;Ciri;Grand Couli;Ha-Tiri;Hamea;Haméa;Méa;Tinrin;Tiri;Tiri-Mea
ciw		Anishinaabemowin;Minnesota Ojibwe;Ojibway;Ojibwe;Southwestern Ojibwa
ciw		Anishinaabemowin;Minnesota Ojibwe;Ojibway;Ojibwe;Southwestern Ojibwa
ciy		Chayma;Guaga-Tagare;Sayma;Warapiche
cja		Cam;Cambodian Cham;Cham;Chiem;Chăm;Khmer Islam;New Cham;Tjam;Tscham;Tsiam;Western Cham
cja		Cambodian Cham;Cham;Chiem;Chăm;New Cham;Tjam;Western Cham
cja		Cambodian Cham;Cham;Chiem;Chăm;New Cham;Tjam;Western Cham
cje		Cadoe Loang;Cho Ru;Choru;Chrau Hma;Chu;Chu Ru;Churu;Cru;Kru;Seyu
cjh		Chehalis;Kwaiailk;Q̉ʷay̓áyiłq̉;Upper Chehalis
cji		Camalal;Chamalal mitsts;Chamalin
cjk		Ciokwe;Cokwe;Djok;Imo;Kioko;Quioco;Shioko;Tchokwé;Tschiokloe;Tschiokwe;Tshokwe;Ucokwe
cjm		Bhamam;Chiem;Chiem Thành;Chăm;Eastern Cham;Tjam
cjm		Bhamam;Chiem;Chiem Thành;Chăm;Eastern Cham;Tjam
cjm		Bhamam;Chiem;Chiem Thành;Chăm;Eastern Cham;Tjam
cjn		Chenap;Tsenap;Zenap
cjo		Ashaninka;Asheninca del Gran Pajonal;Asheninka;Ashéninca;Ashéninka Pajonal;Atsiri;Campa Pajonalino;Pajonal
cjp		Chirripó
cjs		Aba;Kuznets Tatar;Shortsy;Tom-Kuznets Tatar
cjs		Aba;Kuznets Tatar;Shortsy;Tom-Kuznets Tatar
cjv		Tjuave
cjy		Jin Chinese;Jinese;Jinhua;Jinyu;Jinyu Chinese;Shaanxi;Shanxi
cjy		Jin Chinese;Jinese;Jinhua;Jinyu;Jinyu Chinese;Shaanxi;Shanxi
cjy		Jin Chinese;Jinese;Jinhua;Jinyu;Jinyu Chinese;Shaanxi;Shanxi
ckb		Central Kurdish;Kordi;Korkora;Kurdi;Kurdy;Sine’i;Sorani;Wawa
ckb		Central Kurdish;Kordi;Korkora;Kurdi;Kurdy;Sine’i;Sorani;Wawa
ckh		Ashah;Sak;Thet;Tsak;atsaʔ
ckl		Chibak;Chibbak;Chibbuk;Chibok;Chibuk;Chibuku;Cibak;Cibuk;Cíbɔ̀k;Kibbaku;Kikuk;Kyibaku
ckm		Burgenland Croatian;Burgenlandkroatische Sprache;Chakavski;Chekavski;Gradišćanskohrvatski jezik;Gradišćei Horvát Nyelv;Čakavian;Čakavica;Čakavski;Čakavština;Čekavski;Čokovski
ckm		Chakavski;Chekavski;Čakavian;Čakavica;Čakavski;Čakavština;Čekavski;Čokovski
ckn		Kaang Chin;Kang;Makaang;Mgan;Mkan;M’kaang
cko		Chakosi;Chokosi;Chokossi;Kyokosi;Tchokossi;Tiokossi;anufɔ
ckq		Kadjakse;Kajeske;Kawa Tadimini;Kujarke;Mini
ckr		Neu-Pommern
cks		Patois;Patois de St-Louis
ckt		Chukcha;Chukchee;Chukot;Lygoravetlen
cku		Coushatta
ckv		Cabaran;Kabalan;Kabaran;Kamalan;Kavanan;Kavarauan;Kbalan;Kibalan;Kiwaraw;Kiwarawa;Kuvalan;Kuvarawan;Kuwarawan;Kvalan;Shekwan
ckx		
cky		Chakfem;Chokfem
ckz		Cakchiquel-Quiché Mixed Language;Cauque Mixed Language
cla		Challawa;Run
cla		Challawa;Run
cla		Challawa;Run
cla		Challawa;Run
cla		Challawa;Run
clc		Nenqayni Ch’ih;Tsilhqot’in;Tsilhqút’ín;Tzilkotin;Tŝinlhqot’in
cle		Chinanteco de San Juan Lealao;Fáh⁴jmii⁴²;Latani;Lealao Chinantec
clh		Chiliss;Galos
cli		
clj		Daitu;Hio Bei;Hle-tu;Laikhy;Laitu Chin;Laitu Kheu;Ledu;Leitu
clk		Ida;Idu;Idu Lhoba;Idu Mishmi;Lho-Pa;Lhoba;Luoba;Luoba, Yidu;Midhi;Nedu;Yidu
clk		Ida;Idu;Idu Lhoba;Idu Mishmi;Idu-Mishmi;Lho-Pa;Lhoba;Luoba;Midhi;Nedu;Yidu
cll		Bogong;Cala;Tshala
clm		Klallam;Na’klallam;S’klallam
clo		Chontal de Oaxaca de la costa;Chontal de la Costa de Oaxaca;Huamelula Chontal;Huamelulteco;Lajltyaygi;Lowland Oaxaca Chontal
clt		Lautu;Lautu Chin;Lawhtu
clu		Caluyanen;Caluyanhon;Caluyanon
clw		Chulim;Chulym Tatar;Chulym-Turkish;Melets Tatar
cly		Chatino Lachao-Yolotepec;Chatino Oriental Alto;Chatino de la Zona Alta Oriental;Cha’ jna’a;Eastern Highland Chatino;Lachao-Yolotepec Chatino;Sierra Oriental Chatino;Yolotepec-Lachao Chatino
cma		Chauma;Che Ma;Ma;Ma Krung;Ma Ngan;Ma To;Ma Xop;Maaq
cme		Goin;Gouin;Guin;Gwe;Gwen;Kirma;Mboing;Mbwḭ
cmg		
cmg		
cmg		
cmi		Chami;Chamí Emberá;Embena;Embera;Embera Bedea Chamí;Emberá-Chamí;Epena;Ẽbẽra;Ẽbẽra bed̶ea
cml		Campalagian;Kone-Konee;Kone’-Kone’e;Tallumpanuae;Tasing;Tjampalagian
cmm		Mitchigamea
cmo		Bu Nong;Budang;Budong;Bunong;Central Bu Nong;Central Mnong;Phanong;Phnong;Pnong;Punong
cmo		Bu Nong;Budang;Budong;Central Bu Nong;Central Mnong;Mnong, Central;Phanong;Phnong;Pnong;Punong
cmr	cka	Awa Khami;Khami;Khimi;Khumi Awa;Mro;Mro-Khimi Chin
cms		
cmt		Iscamtho;Isicamtho;Tsotsitaal
cna		Byangskat;Byanskat;Champas;Changs-Skat;Changtang;Changtang Ladakhi;Rong;Rupshu;Stotpa;Upper Ladakhi
cnb		Chin Pong;Chin Pung;Chinbon Chin;Chindwin Chin;Chinpon;Oo-pu;Sho;Tuishiip;Tuiship;Uppu;Uppu Chin;Ütbü
cnc		Khoong
cng		Ch’iang;Northern Qiang
cnh		Baungshe;Chin, Hakka;Haka;Haka Chin;Hakha;Hakha Chin;Hakha Lai;Lai;Lai Chin;Lai Hawlh;Lai Pawi
cni		Ashinanca;Asháninca
cnk		Kaladan Khumi;Kami;Khami;Khumi;Khumi Chin;Khuni;Kumi;Yangpan
cnl		Chinanteco de San Juan Lalana;Chinanteco del Sureste Bajo;Jujmi;Lalana Chinantec;ju²³jmii²³²
cno		
cnp		Guìběi Pínghuà;Northern Guangxi;Northern Ping Chinese;Northern Pinghua
cnp		Guìběi Pínghuà;Northern Guangxi;Northern Ping Chinese;Northern Pinghua
cnq	cug	Chungmboko;Chuŋ;Cung
cnr		Crnogorski;Serbo-Croatian
cnr		Crnogorski;Serbo-Croatian
cns		Central Asmat;Jas;Manowee;Yas
cnt		Chinanteco del Oeste Central Bajo;Jajmi dzä kï ï’;Jejmei;Jejmi;Tepetotutla Chinantec
cnu		Chenoui;Haqbaylit̠;Shenwa
cnw		Ngawn;Ngawn Chin;Ngon;Ngorn
cnx		
cos		Corse;Corsi;Corso;Corsu;Còrso
coa		Cocos;Cocos Islands;Cocos Islands Malay;Kokos;Kukus;Melayu Cocos;Ong Pulu
cob		Cabil;Cac’chiquel Mam;Cakchiquel Mam;Chicomukeltec;Chicomulcelteco
coc		Cocopah;Cocopá;Cucapá;Cucupá;Delta River Yuman;Kikima;Kikimá;Kuapá;Kwikapa;Kwikapá
cod		Cocama;Cocama-Cocamilla;Huallaga;Inikana;Kocama;Kokama;Kokama-Kokamilla;Kokama-Kokamilya;Pampadeque;Pandequebo;Ucayali;Xibitaoan
coe		Caquetá;Chaocha Pai;Coreguaja;Coreguaje;Coreguaxe;Correguaje;Korebaju;Korewahe;Koʼrehuajʉ chʉʼo;Koʼrevajʉ chʉʼo;Ko’reuaju
cof		Tsachela;Tsachila;Tsafiqui;Tsa’fiki
cog		Chawng;Chuang;Khmer Chong;Shong;Xong
coh		Chonyi-Dzihana-Kauma
coj		Cadegomeño;Cadegomo;Cochetimi;Cochima;Cochimtee;Cochimí;Didiu;Joaquín;Laimon;Laymon-Cochimi;Laymonem;San Francesco Saverio Mission;San Francisco Xavier de;San Javier;San Xavier;Viggé-Biaundo Mission
cok		Cuéimarusaꞌna;Kwéimarusaꞌna;Santa Teresa Cora
col		Chelan;Columbian;Moses-Columbia;Moses-Columbia Salish;Nxa’amxcin;Wenatchee;Wenatchi;Wenatchi-Columbia;n̓xaʔm̓xčín̓
com		Numinu;Nʉmʉ Tekwapʉ
con		A’i;A’ingae;Kofan;Kofane;Kofán
coo		Comox;K’ómoks;Éy7á7juuthem;ʔayʔaǰuθəm
cop		
cop		
cop		
coq		Chasta Costa;Ko’kwel;Miluk;Mishikhwutmetunee;Tutuni-Chasta Costa-Coquille;Upper Coquille
cot		Aguenquetsatsare;Caquinte Campa;Kakinte;Poyenisati
cou		Cogniagui;Conhague;Coniagui;Koniagi;Koniagui;Konyagi;Tenda;Wamay;Wamei;Wameỹ;Wey
cov		Grass Miao;Mjiuniang;Sanjiang Miao;mjiu ɲaŋ
cow		Lower Cowlitz
cox		Pucapucari
coz		Chocho;Chocholteco;Chochon;Chochonteco;Chochotec;Ngiba;Ngigua;Ngiwa
cpa		Chinanteco de San Pedro Tlatepuzco;Jajme dzä mii;Jmiih kia’ dzä mii;Jǿg³ jmei¹²;Palantla Chinantec;Tlatepuzco Chinantec
cpb		Asheninka;Campa;Kampa;Ucayali Ashéninca;Ucayali-Yurúa Ashéninka
cpc		Ajyéninka;Ashaninca;Ashéninca Apurucayali
cpg		Asia Minor Greek;Cappadocian
cpi		China Coast Pidgin;Melanesian-Chinese Mixed Pidgin English
cpn		Akuapem-Kyripon;Chiripon;Chiripong;Kyerepong;Kyerepɔn;Kyiripong;Kyripon;Okere;Ɔkere
cpo		Noumou;Noumoukan;Numu
cps		Capisano;Capiseño;Capizeño
cpu		Asheninka;Pichis Ashéninca;Pichis Ashéninka
cpx		Heng;Henghua;Hing;Hinghua;Hsien;Hsienyu;Hsing;Hsinghua;Pu-Xian Chinese;Putian;Putten;Xianyou;Xing;Xinghua
cpy		Asheninka;South Ucayali Ashéninka
cqd		Chuanchientien Miao;Chuanqiandian Cluster Miao;Chuanqiandian Miao;Core Farwestern Hmongic;Hua Miao;Sichuan-Guizhou-Yunnan Miao;Western Miao
cre	cwd	Cree, Woods;Cri des bois;Nīhithawīwin
cre	cwd	Cree, Woods;Cri des bois;Nīhithawīwin
cra		
crb		Igneri;Inyeri;Iñeri;Kalinago
crc		Ambrym;Craig Cove;Fali;Fanting;Raljago;West Ambrym
crd		Coeur d'Alene;Schitsu’umsh;Skitswish;Snchitsu’umshtsn
crf		
crg		French Cree;Mitchif;Métis
crh		Budjak Nogai;Budjak Tatar;Crimean;Crimean Turkish;Danube Tatar;Dobrujan Crimean Tatar;Dobrujan Nogai;Dobrujan Tatar;Limba Tătară;Nogai;Nogai-Tatar;Qirim;Qirim tili;Qirimtatar;Qırım Türkçesi;Qırımca;Romanian Tatar;Tatar tĭlĭ;Tatarşa
crh		Budjak Nogai;Budjak Tatar;Crimean;Crimean Turkish;Danube Tatar;Dobrujan Crimean Tatar;Dobrujan Nogai;Dobrujan Tatar;Limba Tătară;Nogai;Nogai-Tatar;Qirim;Qirim tili;Qirimtatar;Qırım Türkçesi;Qırımca;Romanian Tatar;Tatar tĭlĭ;Tatarşa
crh		Budjak Nogai;Budjak Tatar;Crimean;Crimean Turkish;Danube Tatar;Dobrujan Crimean Tatar;Dobrujan Nogai;Dobrujan Tatar;Limba Tătară;Nogai;Nogai-Tatar;Qirim;Qirim tili;Qirimtatar;Qırım Türkçesi;Qırımca;Romanian Tatar;Tatar tĭlĭ;Tatarşa
cri		Dialeto;Forro;Fôlô;Lungwa santome;Santomense;Santomé;São Tomense
crj		Cri du Sud-Est;Eastern James Bay Cree Southern Dialect;James Bay Cree Southern Dialect;Southern East Cree;Īnū Ayimūn
crj		Cri du Sud-Est;Eastern James Bay Cree Southern Dialect;James Bay Cree Southern Dialect;Southern East Cree;Īnū Ayimūn
crk		Cri des plaines;Nehiyaw;Nēhiyawēwin;Plains Cree;Western Cree
crk		Cri des plaines;Nehiyaw;Nēhiyawēwin;Plains Cree;Western Cree
crl		Cri du Nord-Est;East Cree;East Main Cree;Eastern James Bay Cree Northern Dialect;Iyiyiw-Ayimiwin;James Bay Cree;James Bay Cree Northern;Northern East Cree
crl		Cri du Nord-Est;East Cree;East Main Cree;Eastern James Bay Cree Northern Dialect;Iyiyiw-Ayimiwin;James Bay Cree;James Bay Cree Northern;Northern East Cree
crm		Cri de Moose;Moose Cree;West Main Cree;West Shore Cree;York Cree
crn		Cora;Cora de El Nayar;Cora tereseño;El Nayar Cora;Kora;Naáyeri;Naáyeri Niuka;Naáyeri Nyuuca
crn		Cora;Cora de El Nayar;Cora tereseño;Kora;Naáyeri;Naáyeri Niuka;Naáyeri Nyuuca
crn		Cora;Cora de El Nayar;Cora tereseño;Kora;Naáyeri;Naáyeri Niuka;Naáyeri Nyuuca
crn		Cora;Cora de El Nayar;Cora tereseño;Kora;Naáyeri;Naáyeri Niuka;Naáyeri Nyuuca
crn		Cora;Cora de El Nayar;Cora tereseño;Kora;Naáyeri;Naáyeri Niuka;Naáyeri Nyuuca
crn		Cora;Cora de El Nayar;Cora tereseño;Kora;Naáyeri;Naáyeri Niuka;Naáyeri Nyuuca
crn		Cora;Cora de El Nayar;Cora tereseño;Kora;Naáyeri;Naáyeri Niuka;Naáyeri Nyuuca
cro		Absaroke;Absarokee;Apsaroke;Apsáalooke
crq		Chorote;Choroti;Inkijwas;Iyo'wujwa Chorote;I’no’;Manjui;Manjuy;Yojwaja
crr	pmk	Croatoan;Pamlico
crs		Chagossian Creole;Creole;Ilois;Kreol;Kreol Seselwa;Seselwa;Seselwa Creole French;Seselwa French Creole;Seychellois Creole;Zilwa
crt		Chorote;Choroti;Eklenjuy;Iyojwa'ja Chorote;Yofuaha;Yowúwa
crv		Chowra;Tutet
crw		Chauro;Cho Ro;Choro;Doro;Ro;Tamun
crx		Central Carrier;Dakelh;Dakelhne;Porteur;Takelne;Takulie
