# Source: https://ldml.api.sil.org/langtags.json (SIL langtags dataset, public domain)
# Docs: https://github.com/silnrsi/langtags/blob/master/doc/langtags.md
iso639_3	iso639_3extra	names
mcb		Amachengue;Machaguenga;Macheyenga;Machiguenga;Matsiganga;Matsigenga;Matsiguenga;Mañaries;Niagantsi
mcc		Bituri;Dudi;Mutum;Paswam
mcd		Acre Arara;Arara;Arara Pano;Arara Shawãdawa;Arara do Acre;Sharanahuan tsain;Sharanawa;Shawadawa;Shawanauá;Shawã
mce		Eastern Putla Mixtec;Itundujia Mixtec;Mixteco de San Juan Ñumí;Mixteco de Santa Cruz Itundujia;Tu’un savi
mcf		Magirona;Majoruna;Majoruna-Matsés;Majuruna;Matis;Matse;Matses-Mayoruna;Matsés;Maxirona;Maxuruna;Mayiruna;Mayoruna;Mayoruna-Matsés;Mayuzuna
mcg		Mapayo;Mapoio;Mapoye;Mapoyo-Yavarana;Mopoi;Nepoye;Wanai
mch		Cunuana;De’cuana;De’kwana;De’kwana Carib;Maiongom;Maiongong;Makiritare;Maquiritai;Maquiritare;Mayongong;Pawana;Soto;So’to;Yecuana;Yekuana;Yekuána;Yekwana;Ye’cuana;Ye’kuana;Ye’kwana
mci		Mese
mcj		Magu;Mvanlip;Mvano;Mvanon;Mvanöp
mck		Chimbunda;Chimbúùnda;Gimbunda;Ki-mbunda;Kimbunda;Mbuunda;Mbúùnda
mcl		Kakawahe;Makaguaje;Piojé;Secoya
mcm		Bahasa Geragau;Bahasa Serani;Kristang;Luso-Malay;Malacca Creole;Malaccan;Malaccan Creole Portuguese;Malaqueiro;Malaquenho;Malaquense;Malaquês;Malayo-Portuguese;Malaysian Portuguese Creole;Moluccas Pidgin;Papia Cristao;Papia Kristang;Portuguese Patois;Português de Malaca;Serani
mcn		Masa;Massa;Massana
mco		Ayuc;Ayuk;Ayuuc;Coatlán Mixe;Lowland Mixe;Mixe Bajo;Oaxaca Mije;San José El Paraíso;Southeastern Mixe
mcp		Maka;Meka;Mekaa;Məkaá;Nyaana;South Makaa;South Mekaa
mcq		
mcr		Menyama;Menye;Menyä
mcs		Mambay;Mamgbay;Mamgbei;Manbai;Mangbai;Mangbaï de Biparé;Mangbei;Momboi;Mongbay;dag ti Mambay
mct		Mangisa;Manguissa;Mengisa-Njowe;Mengisa-Njowi;Njowe;Njowi;Ǹjɔwì
mcu		Bang;Bea;Ble;Cameroon Mambila;Donga Mambila;Juli;Jù Bà;Lagubi;Mambere;Mambilla;Nor;Tagbo;Tongbo
mcv		Eme-Eme;Hei;Mahigi;Pepeha
mcw		Maaw;Mahoua;Mahwa;Mawa (Chad)
mcx		Bimu;Mbimou;Mbimu;Mbyemo;Mpiemo;Mpo;Mpyemɔ
mcy		South Watut
mcz		
mda		Mada (Nigeria);Madda;Yidda
mdb		Dabura;Morigi Island;Turama;Turama River Kiwai;Wariadai
mdc		Kolika;Koliku;Male;Male (Papua New Guinea)
mdd		Buna;Mboum;Mboumtiba;Wuna
mde		Aulad Djema;Awlad Djema;Bargo;Bergo;Borgho;Borgu;Bura Mabang;Bura mabaŋ;Kana Mabang;Maba (Chad);Mabaa;Mabak;Mabang;Mabaŋ;Ouaddai;Ouaddaien;Ouled Djemma;Uled Djemma;Wadai;Waddayen
mde		Aulad Djema;Awlad Djema;Bargo;Bergo;Borgho;Borgu;Bura Mabang;Bura mabaŋ;Kana Mabang;Maba (Chad);Mabaa;Mabak;Mabang;Mabaŋ;Ouaddai;Ouaddaien;Ouled Djemma;Uled Djemma;Wadai;Waddayen
mdf		Mokcha;Mokscha-Mordwinisch;Moksha Mordvin;Moksha-Mordva;Mokshan;Mokša;Mokša-Mordvinisch;Mordoff;Mordov;Mordovian;Mordovo moksha;Mordvin-Moksha
mdf		Mokcha;Mokscha-Mordwinisch;Moksha Mordvin;Moksha-Mordva;Mokshan;Mokša;Mokša-Mordvinisch;Mordoff;Mordov;Mordovian;Mordovo moksha;Mordvin-Moksha
mdg		
mdh		Magindanao;Magindanaon;Magindanaw;Magindanawn;Maguindanao;Maguindanaw;Maguindanawn
mdh		Magindanao;Magindanaon;Magindanaw;Magindanawn;Maguindanao;Maguindanaw;Maguindanawn
mdi		Tengo
mdj		Amangbetu;Kingbetu;Mambetto;Mangbettu;Mangbɛtʉ;Mangbέtʉ;Nemangbetu;Nɛ́mangbɛtʉ
mdk		Mangu-Ngutu;Mombuttu;Wambutu
mdl		Il-Lingwa tas-Sinjali Maltija;LSM;Lingwa tas-Sinjali Maltija;Lingwi tas-Sinjali Maltin
mdm		Kiyogo;Madyɵgɵ;Madyɵgɵ́;Maigo;Maiko;Majugu;Mayko;Mayugo;Màdìmádòkò
mdn		Isongo;Issongo;Lisongo;Lissongo;Songo
mdp		Gimbala;Kimbala;Rumbala
mdq		Lombole
mdr		Andian;Mandharsche;Manjar
mdr		Andian;Mandharsche;Manjar
mds		Manubara;Maria (Papua New Guinea)
mdt		Ambede;Lembaamba;Limbede;Limbere;Mbaama;Mbede;Mbédé;Mbété;Obamba
mdu		Mboxo;Mbuku
mdv		Mixteco de Santa Lucía Monteverde;Mixteco de Yosonotú;Santa Lucía Monteverde Mixtec;Sasau
mdw		Boshi;Embosi;Embɔ́sí;Mbochi;Mboshe;Mboshi
mdx		
mdx		
mdy		Male (Ethiopia)
mdy		Male (Ethiopia)
mdz		Aikewara;Akewara;Akewere;Sororos;Suruí;Suruí Do Pará;Suruí do Tocantins
mea		Bando;Mamwoh;Wando
meb		Ikobi Kairi;Ikobi-Mena;Kasere;Kopo-Monia;Wailemi
mec		Leelalwarra;Leelawarra;Maarra;Mala;Mara
med		Hagen;Medlpa;Metlpa
mee		Poeng
mef		Migam;Negam
meh		Mixteco de Santiago Nuyoo;Mixteco del Suroeste;Mixteco del Suroeste de Tlaxiaco;Mixteco del suroeste del distrito de Tlaxiaco;Nuyoo Mixtec;Southeastern Ocotepec Mixtec;Southwestern Tlaxiaco Mixtec;Tu̱ꞌun káꞌánꞌ kájí;Tu’un savi
mei		Meidob;Meidob Nubian;Midob Nubian;Midobi;Tid;Tid-N-Aal;Tidda
mej		Arfak;Meah;Meax;Mejach;Mejah;Meyach
mek		Mekeo-Kovio
mel		Belana’u;Central Melanau;Melanau;Milanau;Milano
mem		Djawali;Djualin;Djuwali;Djuwalia;Jiwali;Jiwarli;Koalgurdi;Manala;Mangai;Mangal;Mangalaa;Mangarla;Mangula;Mangunda;Maŋala;Minala;Mungala;Yalmbau
men		Boumpe;Hulo;Mande;Mende (Sierra Leone);Mende-Bandi;Mɛnde;Mɛnde yia
men		Boumpe;Hulo;Mande;Mende (Sierra Leone);Mende-Bandi;Mɛnde;Mɛnde yia
meo		Kedah Malay;Kedah-Perak Malay;Kedahan Malay;Malay, Satun;Pelat Utagha;Satun Malay
meo		Kedah Malay;Kedah-Perak Malay;Kedahan Malay;Pelat Utagha;Satun Malay
mep		Mariu;Mariyung;Merong;Miriung;Miriuwung;Miriwong;Miriwu;Miriwun;Miriwung;Mirong;Mirriwong;Mirung;Moreng
meq		Mere;Meri;Mofou Merie;Mofu;Mofu de Méri;Mofu of Meri;Muffo;Muffu;Méré
mer		Kimeru;Mero;Meru
mes		Masmadje;Mesmedje
met		Nenaya;Nengaya;Nineia
meu		Mona;Pure Motu;True Motu
mev		Maa;Mah;Mann;Mano;Manon;Manö;Mawe;Máá;Mã́ã́
mew		Maga;Magha;Maha;Maka
mey		Arabic, Hasanya;Arabic, Hassaniyya;Hasaniya;Hasanya;Hasanya Arabic;Hassani;Hassania;Hassaniya;Hassaniyya Arabic;Klem El Bithan;Maure;Mauri;Moor;Sahrawi;Sulaka;Suraka;Suraxxé
mey		Arabic, Hasanya;Arabic, Hassaniyya;Hasaniya;Hasanya;Hasanya Arabic;Hassani;Hassania;Hassaniya;Hassaniyya Arabic;Klem El Bithan;Maure;Mauri;Moor;Sahrawi;Sulaka;Suraka;Suraxxé
mez		Mamaceqtaw;Menomini;Menominí
mfa		Jawi;Jawi-Malay;Kelantan-Pattani Malay;Pattani Malay;Yawi;oré Jawi
mfa		Jawi;Jawi-Malay;Kelantan-Pattani Malay;Pattani Malay;Yawi;oré Jawi
mfa		Jawi;Jawi-Malay;Kelantan-Pattani Malay;Pattani Malay;Yawi;oré Jawi
mfb		
mfc		Bamanga;Kimanga;Kimbanga;Manga;Mbane;Mbanɨ
mfd		Abɔŋnamɛnda;Nkwen
mfe		Creolophone;Indian Ocean Creole French;Kreol;Kreol Mauricean;Kreol Morisien;Kreol Morisyin;Kreole;Maurisyen;Mauritian;Mauritian Creole;Mauritius Creole French;Maurysen
mff		Bunaki;Diokpang;Mekaf;Munkaf;Njeyibah;Nkap
mfg		Mikifore;Mixifore;Mɔgɔfin
mfg		Mikifore;Mixifore;Mɔgɔfin
mfh		Badda;Balda;Mouktele;Muktele;Muktile
mfi		Mandara;Mandara Montagnard;Ndara
mfi		Mandara;Mandara Montagnard;Ndara
mfj		Baitsawara;Boulahay;Bula;Bulahai
mfk		Douvangar;Mofu;Mofu-Douvangar;Mofu-Duvangar;Mofu-Nord;Mofu-North;Muffo;Muffu;North Mofu
mfl		Marghi West;West Marg
mfm		Margi;Margi ti ntәm
mfn		Cross River Mbembe;Ekokoma;Ifunubwa;Oderiga;Ofunobwam;Okam;Wakande
mfo		Ketuen;Western Mbube
mfp		Bahasa Melayu Makassar;Macassarese Malay;Makassar Malay;Makassarese Malay;Sulsel Indonesian;Ujung Pandang Indonesian
mfq		Ben;Jifelm;Moa;Moab;Moare;Mowa;Muaba;Mwaba
mfq		Ben;Jifelm;Moa;Moab;Moare;Mowa;Muaba;Mwaba
mfr		Berinken;Berinkin;Berringen;Berringin;Bringen;Brinkan;Brinken;Brinkin;Marathiel;Maridhiel;Maridhiyel;Maridiel;Maridiyal;Maridiyel;Maridjiel;Marithid;Marithiel;Marithiyel;Marrisjefin;Muritijel;Western Daly
mfs		LSM;Lengua de Señas Mexicana;Lenguaje Manual Mexicana;Lenguaje de Señas Mexicano;Lenguaje de Señas de México;Lenguaje de Signos Mexicano;Lenguaje de las Manos
mft		Idien;Mokareng;Mokerang;Mokoreng
mfu		Ambuela;Ambuella;Mbuela;Mbwera;Shimbwera
mfv		Kanyop;Kenyop;Majak;Mandjako-bé;Mandjaque;Mandyak;Manjaaku;Manjaca;Manjack;Manjaco;Manjacu;Manjago;Manjak;Manjaku;Manjanku;Manjiak;Manjáku;Manyako;Mendyako;Ndiagó;Ndjak;Ndyak
mfw		
mfx		
mfx		
mfy		Yaqui-Mayo;Yorem Nokpo;Yoreme Nokki
mfz		Barga;Gura;Ma Baan;Maaban;Maban;Meban;Southern Burun;Süd-Burun;Tonko;Tungan;Ulu
mlg	bjq;plt	Ambaniandro;Borizano;Borizany;Fiteny Malagasy;Hova;Malagasy fiteny;Malagasy ôfisialy;Malagasy, Merina;Malgache;Official Malagasy;Plateau Malagasy;Standard Malagasy;Teny ôfisialy
mlg		
mlg	plt	Ambaniandro;Borizano;Borizany;Fiteny Malagasy;Hova;Malagasy fiteny;Malagasy ôfisialy;Malagasy, Merina;Malgache;Official Malagasy;Plateau Malagasy;Standard Malagasy;Teny ôfisialy
mga		
mgb		Abiri;Abiyi;Ebiri;Mararet;Merarit
mgb		Abiri;Abiyi;Ebiri;Mararet;Merarit
mgc		Hɔ Morokodo;Ma’di;Morocodo;Vïdï Morokodo
mgd		Kala Moru
mgd		Kala Moru
mge		Doba;Mangɔ;Mbay Doba;Mongo
mgf		Makleu
mgg		Bombo;Mbombo;Mpompo;Mpompon;Mpongmpong;Mpopo;Mpumpoo;Mpumpoŋ;Mpumpun;Mpumpung;Mpumpuŋ;Pongpong
mgh		Chimakua;Emakhua;Emakhuwa;Emeto;Imakua;Imeetto;Kimakua;Macua;Makhua;Makoa;Makua;Makuwa;Maquoua;Mato;Medo;Meetto;Meto;Metto;Mêto
mgh		Chimakua;Emakhua;Emakhuwa;Emeto;Imakua;Imeetto;Kimakua;Macua;Makhua;Makoa;Makua;Makuwa;Maquoua;Mato;Medo;Meetto;Meto;Metto;Mêto
mgi		Jili;Koro Lafia;Koro of Lafia;Ligili;Lijili;Megili;Mijili
mgj		Mini
mgk		
mgl		Idne;Kilenge;Lolo;Maleu
mgm		Mambai;Manbae
mgn		Mbangui
mgo		Bameta;Chubo;Meta';Metta;Mitaa;Muta;Mɨta’;Uta’
mgp		Eastern Magar;Magar;Magari;Magarkura;Magarí;Magarī;Mangar;Mangari;Manggar
mgp		Magar;Magari;Magarkura;Magarí;Magarī;Mangar;Mangari;Manggar
mgq		Bamalila;Ishimalilia;Kimalila;Malilia;Shimalilia;Shɨmalɨla
mgr		Mambe-Lungu;Mambwe-Rungu;ichiMambwe
mgs		Kimanda;Kinyasa;Manda (Tanzania);Manda-Matumba;Nyasa;chiManda
mgt		Mongol;Mwa
mgu		Mailu
mgv		Chimatengo;Kimatengo
mgw		Kimatumbi;Kimatuumbi;Matuumbi
mgy		Bunga;Kimbunga
mgz		Buwe;Keemboowɛ;Kemboowɛ;Kimbugwe;Kiumbugwe;Mbuwe
mah		Ebon
mha		Manda (India)
mhb		Mahongüe
mhc		Mochó;Motocintlec;Motocintleco;Motocintlèque;Motozintleco;Qato’k
mhd		Kibwayo;Kibwyo;Kimaa;Kimbugu;Ma’a;Mbougou;Wa Maathi;Wa-Ma’a;Wama’a
mhe		Besisi;Cellate;Hma’ Btsisi’;Ma’ Betisek;Southern Sakai;Süd-Sakai
mhf		Mama;Mamaa
mhg		Adawuli;Ajokoot;Croker;Croker Island language;Djalakuru;Gaari;Island Margu;Jaako;Mago;Margo;Marlgu;Marrgu;Marrku;Oitbi;Raffles Bay;Terrutong;Terutong;Uruku;Wurango;Yaako;Yako
mhi		Ma'di;Madi;Ma’adi;Ma’aditi;Ma’di ti;Ma’diti;Mãꞌdí
mhj		Moghol;Mogol;Mogol’;Mogul;Mongolen;Mongul
mhk		Bali;Li;Munga’ka;Mʉ̀ngâkà;Ngaaka;Nga’ka
mhl		Mawake;Ulingan
mhm		Emakhuwa-Emoniga;Emoniga;Moniga
mhn		Bersntolerisch;Fersentalerisch;Mochenisch;Mocheno;Mócheno
mho		Kamakshi;Kamaxi;Kwamashi;Mashi (Zambia);Masi
mhp		Balinese Malay
mhq		Mandano
mhs		Boeroe;Buru (Indonesia);Buruese
mht		Arihini;Bale;Cunipusana;Ihini;Maldavaca;Mandauaca;Mandauáca;Mandawaca;Mandawaka;Mandawáka;Mitua;Yavita
mhu		Darang;Darang Deng;Darang Dengyu;Digaro;Digaro Mishmi;Digaru;Mishmi;Taaon;Taraon;Tawra;Taying
mhw		Cusso;Gova;Hambukushu;Kuso;Kusso;Mambukush;Mampukush;Mbukuhu;Mbukushi;Sembukushu;Sempukushu;Thimbukushu;Thimukushu
mhx		Diso;Lang;Langsu;Langwa;Lang’e;Lansu;Laungaw;Laungwaw;Lawgore;Lawng;Lawngvaw;Lhaovo;Liangsu;Lovo;Malu;Matu;Mulu;Nyky;Zi
mhy		Ma'anyan;Maanyak Dayak;Maanyan;Ma’anjan
mhz		Austronesian Mor;Moor;Mor (Mor Islands)
mri		New Zealand Maori;te reo;te reo Māori
mri		New Zealand Maori;te reo;te reo Māori
mia		Illinois;Maumee;Miami-Illinois;Miami-Myaamia;Miami-illinois;Myaamia;Piankishaw;Twatwa;Twightwee;Wea
mib		Atatláhuca Mixtec;Misteko;Mixteco;Mixteco de San Esteban Atatlahuca;Mixteco del Sur Medio;San Esteban Atatlahuca Mixteco;Sasavú;South Central Tlaxiaco Mixtec;South Central Tlaxiaco Mixteco;Tu’un savi
mic		L’nui’simk;Mi'kmaq;Micmac;Miigmao;Mikmak;Mikmaw;Mi’gmaq;Mi’gmaw;Mi’gmawi’simg;Mi’kmag;Mi’kmaw;Mìgmaq;Mìkmaq;Míkmawísimk;Restigouche
mic		L’nui’simk;Mi'kmaq;Micmac;Miigmao;Mikmak;Mikmaw;Mi’gmaq;Mi’gmaw;Mi’gmawi’simg;Mi’kmag;Mi’kmaw;Mìgmaq;Mìkmaq;Míkmawísimk;Restigouche
mid		Manda:yi;Mandaayi;Mandaean;Mandaic;Mandeo;Mandi;Mandini;Mandéen;Mandāyì;Mandɔyí;Modern Mandaic;Raṭnā;Sabean;Sabe’in;Subbi
mie		Cuquila Mixtec;Mixteco de Santo Tomás Ocotepec;Mixteco de Sierra Sur Noroeste;Ocotepec Mixtec;Santo Tomás Ocotepec Mixtec;Tu’un savi;Tūhun sāsávī
mif		Mey Mafaw;Mey Mafaw Gudur;Mey aŋgwa;Mey ŋga aŋgwa;Mofou;Mofou de Goudour;Mofu;Mofu South;Mofu-Sud;Muffo;Muffu
mig		Mixteco de San Pedro Molinos;Mixteco del Sur Bajo;Sahin sau;San Miguel El Grande Mixtec;San Miguel Mixtec
mih		Chayuco Mixtec;Eastern Jamiltepec-Chayuco Mixtec;Mixteco de Chayucu;Mixteco de Oaxaca de la Costa Central;Tuhun savi;Tu’un savi
mii		Central Puebla Mixtec;Chigmecatitlán Mixtec;Da’an davi;Dehe dau;De’e dau;Mixteco de Santa María Chigmecatitlán;Mixteco del Suroeste de Puebla
mij		Abar;Mijong
mik		Miccosukee;Mikasuki Seminole;Mikisúkî
mil		Eastern Mixtec;Mixteco de Santa María Peñoles;Penoles Mixtec;Peñoles Mixtec;Tnúhu dàú;Tu’un savi
mim		Alacatlatzala Mixtec;Highland Guerrero Mixtec;Highland Guerrero Mixteco;Mixteco de Alacatlatzala;To̱ꞌon sa̱vi̱;To̱ꞌon sávi̱;To’on Savi;Tuꞌun savi
min		Minang;Padang
min		Minang;Padang
mio		Coastal Mixtec;Jicaltepec Mixtec;Lowland Jicaltepec Mixtec;Mechoacán Mixtec;Mixteco de Oaxaca de la Costa Oeste Central;Mixteco de Pinotepa Nacional;Mixteco del Oeste de la Costa;Pinotepa Nacional Mixtec;Seꞌen savi;Tuhun Ñuun Ñucaan;Tuꞌun savi;Western Jamiltepec Mixtec
mip		Apasco Mixtec;Apasco-Apoala Mixtec;Apoala Mixtec;Da’an davi;Mixteco de Chocho;Mixteco de Santiago Apoala;Mixteco del Noreste;Northern Nochixtlán Mixtec
miq		Marquito;Miskuto;Misquito;Mosco;Mosquito;Mískitu;Mísquito
mir		Ayuk;Ayuuc;Ayuuk;Eastern Mixe;Guichicovi;Guichicovi Mixe;Isthmus Mixe;Isthmus Sokean;Lowland Mije;Lowland Mixe;Mije;Mixe Bajo;Mixe del Istmo;Mixe medio del este;Oaxaca Mije;hagunaax;hayuuc
mis		
mis		
mit		Acatlán Mixtec;Dahan davi;Da’an davi;Mixteco de la Frontera Puebla-Oaxaca;Mixteco del Sur de Puebla;Mixteco del Suroeste de Puebla;Southern Puebla Mixtec;Xayacatlán de Bravo
miu		Cacaloxtepec Mixtec;Huajuapan Mixtec;Mixteco de Cacaloxtepec;Mixteco del Oeste Alto;Tu’un davi
miw		Akoinkake;Akoyi;Angoya;Lohiki;Mahigi;Mai-Hea-Ri;Maiheari;Maihiri;Obi
mix		Eastern Juxtlahuaca Mixtec;Mixteco de Mixtepec;Mixteco de Oeste Central;Mixteco de San Juan Mixtepec;Mixtepec Mixtec;Sahan lin savi;San Juan Mixtepec;Sa’an Savi Snuviko;Sa’an ntavi;Sa’an savi;Saꞌan Ntavi Xnuviko
miy		Ayutla;Ayutla Mixtec;Ayutla Mixteco;Coastal Guerrero Mixtec;Libres Mixtec;Mixteco de Ayutla;Mixteco de Ayutla de los Libres;Tu̱n savi̱ꞌ Tu̱tyoo̱ꞌ;Tu’un savi
miz		Coatzospan Mixtec;Coatzospan Mixteco;Mixteco de Coatzóspan;Mixteco de San Juan Coatzospan;Teotitlán Mixtec;Tuhun davi;Tuꞌun davi
mjb		Maklere
mjc		Mixteco de Oaxaca de la Costa Noroeste;Mixteco de San Juan Colorado;San Juan Colorado;San Juan Colorado Mixtec;Tu’un sav
mjd		Concow;Holólupai;Konkau;Konkow;Koyoomk’awi;Koyoongk’awi;Maiduan;Mechoopda;Meidoo;Michopdo;Northwest Maidu;Northwestern Maidu;Nákum;Secumne;Sekumne;Tsamak;Yuba
mje		Muzgum
mjg		Hu-tsu;Mihe Tu;Mongghul;Mongor;Mongour;Monguor;Qighaan Mongghul
mjg		Hu-tsu;Mihe Tu;Mongghul;Mongor;Mongour;Monguor;Qighaan Mongghul
mjh		Kimwera;Kinyasa;Mbamba Bay;Mwera (Nyasa);Nyanza;Nyasa
mji		Chasan Yao;Coc Mun;Dao Ao Dai;Dao Lam Dinh;Dao Quan Trang;Dao Thanh Y;Gem Mun;Great Tunic Yao;Hainan Miao;Jim Mun;Jinmen;Kem Mun;Kem di mun;Kimmun;Lan Ten;Lan Tin;Lanten;Lantin;Lowland Yao;Man;Man Lantien;Men;Mun;Red Trouser Yao;San Chi;Shanzi Yao;Yao
mjj		
mjk		Matugar;Matukar
mjl		Mandi;Mandiali;Mandyali;Pahari Mandiyali
mjl		Mandi;Mandiali;Mandyali;Pahari Mandiyali
mjm		
mjn		Ma (Papua New Guinea);Mawam;Mebu
mjo		Mala Koravan;Malaikuravan;Malakkuravan;Male Kuravan
mjp		Hill Pantaram;Malapantaram;Malepantaram;Pandaram Basha
mjq		Arayans;Karingal;Malai Arayan;Malayarayan;Malayarayar;Male Arayans;Maley Arayan;Vazhiyammar
mjr		Malai Vedan;Malavetan;Towetan;Veda Bhasha;Vedans;Vettava Bhasha
mjs		Chip;Cip;Ship
mjt		Malatri;Maler;Malti;Malto;Maltu;Paharia;Rajmahali;Râjmahal;Sawriya Malto
mjt		Malatri;Maler;Malti;Malto;Maltu;Paharia;Rajmahali;Râjmahal;Sawriya Malto
mju		
mjv		Inavan petch;Mannan Pasha;Manne;Mannyod
mjw		Arleng;Arleng Alam;Karbi Karbak;Karbiarlong;Manchati;Nihang;Puta
mjx		Mahili;Mahle;Mahli
mjx		Mahle
mjy		Mohican;Mã’eekaneeweexthowãakan
mjz		Manjhi
mkd		Macedoneana;Macedonian Slavic;Maqedonase;Slavic
mkd		Macedonian Slavic
mka		Bere;Bre;Bɛrɛ;Pre;Pre Pisia;Pɛrɛ;Pɛrɛpisjà
mkb		Dehri;Mad;Mader;Mal;Mal Pahariya;Mal Pahoria;Maler;Malpaharia;Malti;Malto;Maltu;Manlati;Mar;Mar Paharia of Dumka;Marpaharia;Maw;Mawdo;Mawer;Mawer Nondi;Paharia;Parsi
mkc		Mai;Maimai;Seleput;Sokorok
mke		Mauchi;Mavchi;Mawachi;Mawchi Bhil;Mowchi;Māwəchī
mkf		Miya;Miyanci;Miyawa;Muya;vә́na mίy
mkg		Ching;Mak (China);Mo;Mo-Hua;Mochiahua;Mohua;Mojiahua
mki		Dhati;Thar;Thari
mki		Thar
mkj		Mokil;Moquilés;Mwoakilese;Mwoakilloa;Mwoakiloa
mkk		Byep-Besep;Maka;Makya;Meka;Mekae;Mekay;Mekey;Mekye;Mika;Moka;North Makaa
mkl		Ede-Mɔkɔle;Féri;Mokollé;Mokolé;Mokwale;Monkole;Monkolé;Mɔ̄kɔ́lé
mkm		Chau Pok
mkn		Basa Kupang;Kupang;Kupang Malay
mko		Doso;Munga;Munga Doso;Ngwai Mungàn
mkp		Doriri;Moikoidi
mkq		Saclan;Saklan
mkr		Malas
mks		Mixteco de Santo Domingo Tonalá;Mixteco del Oeste Alto;San Sebastián del Monte Mixtec;Silacayoapan Mixtec;To’on nda’vi;Tu̱hun ndáhví;Tu’un davi
mkt		Hmwaeke;Moaeke;Pamale;’Moaeke
mku		Koniaka;Konianka;Konya;Konyakakan;Konyanka Maninka;Maninka, Konyanka;Maninya
mkv		Mavea
mkw		Kikongo-Kituba;Kikoongo;Kituba (Congo);Mono tuba;Monokutuba;Munukutuba
mkx		Cinamiguin;Cinamiguin Manobo;Kamigin;Kinamigin;Kinamiging Manobo;Kinamiguin
mky		East Makian;Makian Dalam;Makian Timur;Taba
mkz		Macassai;Makasai;Makassai;Maksae;Ma’asae
mal		Alealum;Malabari;Malayal;Malayalani;Malayali;Malean;Maliyad;Mallealle;Malyalam;Mopla
mal		Alealum;Malabari;Malayal;Malayalani;Malayali;Malean;Maliyad;Mallealle;Malyalam;Mopla
mal		Alealum;Malabari;Malayal;Malayalani;Malayali;Malean;Maliyad;Mallealle;Malyalam;Mopla
mla		Tamabo;Tamambo
mlb		Dumbule;Mbola;Mbure
mlc		Cao;Cao Lan-Sán Chi;Caolan;Lan-Sán Chi;San Chay;San Chi;Sán-Chi
mle		
mlf		Htin;Ht’in;Khatin;Lua;Madl;Ma’di;Thin;Tin;T’in
mlf		Htin;Ht’in;Khatin;Lua;Madl;Ma’di;Thin;Tin;T’in
mlh		
mli		
mlj		Gàlì;Miltou;Miltú
mlk		Elwana;Ilwana;Walwana
mll		Espiegle Bay;Espiegle’s Bay;Malua-Tepërav;Melsak;Mereick;Middle Nambas
mlm		Abo;Ayo;Kyam;Molao;Mulamo;Mulao;Mulao Miao;Muliao;Mulou
mln		Teha
mlo		Gulompaay;Mlomp North
mlp		Mugil;Saker
mlr		Hurza-Vame;Maslava;Pelasla;Pǝlasla;Vamé
mls		Jwisince;Kaana Masala;Kana Masalaka;Kana Masaraka;Kanaa Masarak;Kanaa Masaraka;Masale;Masara;Masarak;Masaraka;Massalit;Massolit;Mesalit
mlu		Malu;Malu’u;North Malaita;To'abaita;Toabaita;Toqabaqita;To’aba’ita;To’ambaita
mlv		Motalava;Motlav;M̄otlap;Na-gatgat to-M̄otlap;No-hohole to-M̄otlap
mlw		Ma Mǝloko;Melokwo;Mokyo;Molko;Molkoa;Molkwo;Molokwo;Mǝlokwo
mlx		Malfaxal;Malvaxal-Toman Island;Naha'ai;Naha’ai;Taman;Tomman
mlz		Malay Aklanon
mma		Kantana;Kwarra
mmb		
mmc		Jñatjo;Mazahua de occidente;Michoacan Mazahua;Michoacán Mazahua;Toluca Mazahua
mmd		Ai Nan
mmd		Ai Nan
mmd		Ai Nan
mme		Dirak;Emwae;Mallicolo;Tirakh;Tirax
mmf		Mundat
mmg		North Ambrym;Rral;Tolongken
mmh		Mahinacu;Mahinaku;Mehinaco;Mehinacu;Mehinacú;Mehinako;Mehinaku;Mehinakú;Meinaku;Minaco;Waurá-Meinaku
mmi		Amben;Aregerek;Musar
mmj		Majhvar;Manjhi;Manjhia
mmk		Conta-Reddi;Mukha Dhora;Nooka Dora;Nuka-Dora;Reddi;Reddi-Dora;Riddi
mml		Manmi;Manmit
mmm		Mae-Morae;Mafilau;Mkir
mmn		Mamanwa;Mamanwa Negrito
mmo		Manga Buang;Mangga Buang
mmp		Musa;Musan;Musian;Siafli;Siwai
mmq		Aísí Va’o;Musak
mmr		Eastern Miao;Ghao-Xong;Hsianghsi Miao;Huayuan Miao;Jiwei Miao;Meo Do;Northern Miao;Qo Xiong;Red Meo;Red Miao;Songtao Miao;West Hunan Miao;Western Ghao-Xong;Western West-Hunan Miao;Western Xiangsi Miao;Western Xiangxi Hmong;Western Xiangxi Miao;Xiangxi Aizhai Miao;Xong
mmt		Bonga;Garingei;Garpunei;Malalamai
mmu		Central Yambassa;Kalong;Mmaala;Mmahla;Mmala;Nuasue;Nukalonge;Numaala;Nummáalá;Numála;Yambassa
mmv		Baniva de rio Içana;Baníwa do Içana;Buia-Tapuya;Búia-tapúya;Dyuremáwa;Dzúreme;Dzúremene;Miriti Tapuyo;Miriti-Tapuia;Mirity-Tapuya;Neenoá;Neenöa;Yiboia-tapuya;Yibóya-tapúya
mmw		Emai;Emwae;Mae;Mai;Mwae
mmx		Lelet;Mandak
mmy		Migama
mmz		Lomabaale;Mabale;Mbali
mon	drh;khk	Central Mongolian;Halh;Halha;Kalkh;Khalkh;Khalkha;Khalkha Mongolian;Mongol;Mongolian, Halh
