Language Code	Glottocode	Display Name	Endonym	Modality	Biggest Script	Ethnologue Vitality 2013	Ethnologue Vitality 2025	Eth Digital Support	Adjusted Populaiton	Population	Parent Language	Parent Glottocode	Recommendation	Recommendation Reason
xnb	kana1286	Kanakanabu			Latn	Nearly Extinct	Endangered	Emerging	0	6		kana1292	Yes	
adg	ande1247	Andegerebinha			Latn	Nearly Extinct	Endangered	Still	0	5		cent2403	Yes	
agk	isar1235	Isarog Agta			Latn	Nearly Extinct	Endangered	Still	0	5		inag1234	Yes	
aox	ator1244	Atorada			Latn	Moribund	Endangered	Still	0	5		wapi1254	Yes	
aqz	akun1241	Akuntsu			Latn	Moribund	Endangered	Still	0	5		akun1243	Yes	
bme	lima1246	Limassa			Latn	Vigorous	Endangered	Still	0	5		baka1271	Yes	
cah	cahu1268	Cahuarano			Latn	Nearly Extinct	Extinct	Still	0	5		cahu1267	Yes, with caveat	Some sources report this as extinct, some as active
csa	chil1282	Chiltepec Chinantec			Latn	Nearly Extinct	Endangered	Emerging	0	5		tlac1238	Yes	
ctc	chet1237	Chetco			Latn	Nearly Extinct	Endangered	Emerging	0	5		book1242	Yes, with caveat	Some sources report this as extinct, some as active
cuw	chuk1270	Chukwa				Moribund	Endangered	Still	0	5		kulu1253	Yes	
dyn	dyan1250	Dyangadi			Latn	Nearly Extinct	Extinct	Still	0	5		macl1239	Yes, with caveat	Some sources report this as extinct, some as active
fah	bais1242	Baissa Fali			Latn	Nearly Extinct	Extinct	Still	0	5		unun9910	Yes, with caveat	Some sources report this as extinct, some as active
fgr	fong1243	Fongoro			Latn	Nearly Extinct	Endangered	Emerging	0	5		mere1247	Yes	
giu	gela1264	Mulao				Nearly Extinct	Extinct	Still	0	5		nort3188	Yes, with caveat	Some sources report this as extinct, some as active
gke	ndai1238	Ndai			Latn	Nearly Extinct	Endangered	Emerging	0	5		dama1266	Yes	
gta	guat1253	Guató			Latn	Nearly Extinct	Endangered	Still	0	5			Yes	
ilg	gari1253	Garig-Ilgar			Latn	Extinct	Extinct	Still	0	5		cent2228	No	Extinct language
ito	iton1250	Itonama			Latn	Nearly Extinct	Endangered	Still	0	5			Yes	
jua	juma1249	Júma			Latn	Nearly Extinct	Extinct	Emerging	0	5		nucl1845	Yes, with caveat	Some sources report this as extinct, some as active
kxo	kano1245	Kanoé			Latn	Nearly Extinct	Endangered	Still	0	5			Yes, with caveat	Some sources report this as extinct, some as active
mec	mara1385	Mara			Latn	Nearly Extinct	Endangered	Still	0	5		mara1414	Yes	
muj	mabi1242	Mabire			Latn	Nearly Extinct	Extinct	Emerging	0	5		dang1275	Yes, with caveat	Some sources report this as extinct, some as active
nae	naka1263	Naka'ela	bahasa Naka’ela		Latn	Extinct	Extinct	Still	0	5		ulat1237	No	Extinct language
nef	nefa1235	Nefamese				Nearly Extinct	Endangered	Emerging	0	5		assa1271	Yes	
ngh	nngg1234	N/u			Latn	Nearly Extinct	Endangered	Emerging	0	5		nuuu1241	Yes	
ngk	ngal1292	Dalabon			Latn	Nearly Extinct	Endangered	Still	0	5		gunw1250	Yes	
nha	nhan1238	Nhanda			Latn	Nearly Extinct	Endangered	Still	0	5		kart1249	Yes	
olk	olko1234	Olkol			Latn	Nearly Extinct	Endangered	Still	0	5		book1242	Yes, with caveat	Some sources report this as extinct, some as active
olr	olra1234	Olrat			Latn	Nearly Extinct	Endangered	Still	0	5		koro1308	Yes	
orw	orow1243	Oro Win			Latn	Nearly Extinct	Endangered	Still	0	5		wari1267	Yes	
pnv	pini1244	Pinigura			Latn	Nearly Extinct	Endangered	Still	0	5		kany1246	Yes	
rbp	bara1404	Barababaraba			Latn	Nearly Extinct	Extinct	Still	0	5		wemb1242	No	Extinct language
sdf	sarl1241	Sarli			Arab	Shifting	Endangered	Still	0	5		shab1251	Yes	
ser	serr1255	Serrano			Latn	Dormant	Endangered	Emerging	0	5		serr1254	Yes	
spc	sape1238	Sapé			Latn	Nearly Extinct	Endangered	Still	0	5			Yes	
tqm	turu1250	Turumsa			Latn	Nearly Extinct	Endangered	Still	0	5		doso1238	Yes	
tub	tuba1278	Tübatulabal			Latn	Nearly Extinct	Endangered	Still	0	5		cali1246	Yes, with caveat	Some sources report this as extinct, some as active
vma	mart1255	Martuyhunira			Latn	Moribund	Extinct	Still	0	5		cent2248	No	Extinct language
vnk	vano1237	Vano			Latn	Nearly Extinct	Endangered	Still	0	5		utup1237	Yes	
wdj	wadj1254	Wadjiginy			Latn	Moribund	Endangered	Still	0	5			Yes	
weg	werg1234	Wergaia			Latn	Nearly Extinct	Endangered	Still	0	5		djad1246	Yes	
wor	wori1246	Woria			Latn	Nearly Extinct	Endangered	Still	0	5		geel1240	Yes	
wub	wuna1249	Wunambal			Latn	Nearly Extinct	Endangered	Still	0	5		nort2751	Yes	
xaw	kawa1283	Kawaiisu			Latn	Nearly Extinct	Endangered	Emerging	0	5		sout2968	Yes	
xda	hawk1239	Darkinyung			Latn	Nearly Extinct	Endangered	Still	0	5		sydn1235	Yes	
xni	ngar1297	Ngarigu			Latn	Nearly Extinct	Extinct	Still	0	5		sout2770	No	Extinct language
xru	marr1256	Marriammu			Latn	Nearly Extinct	Endangered	Still	0	5		mari1420	Yes	
yda	yand1251	Yanda			Latn	Nearly Extinct	Extinct	Still	0	5		guwa1241	No	Extinct language
yuu	yugh1240	Yugh				Nearly Extinct			0	5	yug	book1242	No	ISO considers this a duplicate of yug
ywr	yawu1244	Yawuru			Latn	Nearly Extinct	Endangered	Emerging	0	5		yawu1243	Yes	
zmr	mara1386	Maranunggu			Latn	Nearly Extinct	Endangered	Still	0	5		waga1259	Yes	
zro	zapa1253	Záparo			Latn	Nearly Extinct	Endangered	Emerging	0	5		zapa1252	Yes	
amz	atam1239	Atampaya			Latn	Extinct	Extinct	Emerging	0	4		urad1238	No	Extinct language
bdn	bald1241	Baldemu			Latn	Nearly Extinct	Extinct	Emerging	0	4		maro1246	Yes, with caveat	Some sources report this as extinct, some as active
cjh	uppe1439	Upper Chehalis			Latn	Dormant	Endangered	Still	0	4		inla1265	Yes, with caveat	Some sources report this as extinct, some as active
cyb	cayu1262	Cayubaba			Latn	Nearly Extinct	Endangered	Still	0	4			Yes, with caveat	Some sources report this as extinct, some as active
fat	fant1241	Fanti		Spoken & Written	Latn				0	4	aka	akan1250	Possibly	But probably want to use macrolanguage
inp	inap1242	Iñapari			Latn	Nearly Extinct	Endangered	Emerging	0	4		puru1265	Yes	
krk	kere1280	Kerek			Cyrl	Dormant	Endangered	Still	0	4		jkor1234	Yes, with caveat	Some sources report this as extinct, some as active
kzl	kaye1241	Kayeli			Latn	Dormant	Endangered	Still	0	4		nunu1252	Yes	
lgi	leng1260	Lengilu	bahasa Lengilu		Latn	Nearly Extinct	Endangered	Still	0	4		kela1257	Yes	
mlq	west2500	Western Maninkakan			Latn	Educational	Stable	Ascending	0	4	man	xaso1239	Possibly	But probably want to use macrolanguage
noj	nonu1241	Nonuya			Latn	Nearly Extinct	Endangered	Still	0	4		nonu1240	Yes	
oum	ouma1237	Ouma			Latn	Extinct	Extinct	Still	0	4		oumi1237	No	Extinct language
pwi	patw1250	Patwin				Nearly Extinct	Endangered	Emerging	0	4		wint1258	Yes, with caveat	Some sources report this as extinct, some as active
spi	sapo1254	Saponi	bahasa Saponi		Latn	Extinct	Extinct	Still	0	4		rasa1242	Yes, with caveat	Some sources report this as extinct, some as active
ssf	thao1240	Thao	Thaw a lalawa		Latn	Nearly Extinct	Endangered	Emerging	0	4		west2572	Yes	
tbh	thur1254	Thurawal			Latn	Extinct	Endangered	Emerging	0	4		nort2761	Yes, with caveat	Some sources report this as extinct, some as active
tnx	tane1237	Tanema			Latn	Nearly Extinct	Endangered	Still	0	4		utup1237	Yes	
wbt	wanm1242	Wanman			Latn	Nearly Extinct	Endangered	Still	0	4		warn1245	Yes	
wro	worr1237	Worrorra			Latn	Nearly Extinct	Endangered	Still	0	4		west2435	Yes, with caveat	Some sources report this as extinct, some as active
wrz	wara1290	Waray (Australia)			Latn	Extinct	Extinct	Ascending	0	4		warr1259	No	Extinct language
wyb	wang1291	Wangaaybuwan-Ngiyambaa			Latn	Nearly Extinct	Extinct	Emerging	0	4		wira1261	Yes, with caveat	Some sources report this as extinct, some as active
apk	kiow1264	Apache			Latn	Nearly Extinct	Endangered	Emerging	0	3		apac1239	Yes	
bqd	bung1259	Bung			Latn	Nearly Extinct	Extinct	Emerging	0	3		konj1252	Yes, with caveat	Some sources report this as extinct, some as active
bxn	burd1238	Burduna			Latn	Nearly Extinct	Extinct	Still	0	3		thal1243	Yes, with caveat	Some sources report this as extinct, some as active
gdh	gadj1243	Gadjerawang			Latn	Nearly Extinct	Endangered	Still	0	3		miri1274	Yes	
kyr	kuru1309	Kuruáya			Latn	Nearly Extinct	Endangered	Still	0	3		mund1329	Yes	
lgb	lagh1246	Laghu			Latn	Nearly Extinct	Extinct	Still	0	3		west2523	Yes, with caveat	Some sources report this as extinct, some as active
myr	muni1258	Muniche			Latn	Nearly Extinct	Endangered	Emerging	0	3			Yes	
nji	ngar1283	Gudanji			Latn	Nearly Extinct	Extinct	Still	0	3		guda1245	Yes, with caveat	Some sources report this as extinct, some as active
rsm	miri1273	Miriwoong Sign Language		Sign	Zxxx		Endangered	Still	0	3		deaf1237	Yes	
scf	sanm1305	San Miguel Creole French			Latn	Nearly Extinct	Extinct	Emerging	0	3		sain1246	Yes, with caveat	Some sources report this as extinct, some as active
wao	wapp1239	Wappo				Nearly Extinct	Endangered	Still	0	3		yuki1242	Yes, with caveat	Some sources report this as extinct, some as active
wgy	warr1255	Warrgamay			Latn	Nearly Extinct	Endangered	Still	0	3		pama1250	Yes	
ywg	yinh1234	Yinhawangka			Latn	Nearly Extinct	Endangered	Still	0	3		pany1247	Yes	
ajn	anda1282	Andajin			Latn	Nearly Extinct	Endangered	Still	0	2		ngar1284	Yes	
ark	arik1265	Arikapú			Latn	Nearly Extinct	Endangered	Still	0	2		jabu1249	Yes	
atm	ataa1240	Ata			Latn	Nearly Extinct	Endangered	Emerging	0	2		unun9997	Yes	
ccc	cham1318	Chamicuro			Latn	Nearly Extinct	Endangered	Emerging	0	2		cham1317	Yes	
giy	giyu1238	Giyug			Latn	Nearly Extinct	Extinct	Still	0	2		unat1236	Yes, with caveat	Some sources report this as extinct, some as active
lrz	leme1238	Lemerig			Latn	Nearly Extinct	Endangered	Still	0	2		leme1240	Yes	
mnd	sala1273	Mondé			Latn	Nearly Extinct	Endangered	Still	0	2		gavi1250	Yes	
poo	cent2138	Central Pomo			Latn	Nearly Extinct	Endangered	Emerging	0	2		nort2965	Yes, with caveat	Some sources report this as extinct, some as active
pur	puru1264	Puruborá			Latn	Nearly Extinct	Endangered	Still	0	2		puru1268	Yes	
tgx	tagi1240	Tagish	Tāgizi		Latn	Nearly Extinct	Endangered	Emerging	0	2		tahl1238	Yes	
tit	tini1245	Tinigua			Latn	Nearly Extinct	Endangered	Still	0	2			Yes	
tqr	toro1251	Torona				Nearly Extinct	Endangered	Still	0	2		lumu1240	Yes, with caveat	Some sources report this as extinct, some as active
ure	uruu1244	Uru	chhiw lüsñchi chhun		Latn	Nearly Extinct	Endangered	Still	0	2		uruc1242	Yes	
wgu	wira1265	Wirangu			Latn	Nearly Extinct	Endangered	Still	0	2		thur1253	Yes, with caveat	Some sources report this as extinct, some as active
yxl	yard1234	Yardliyawarra			Latn	Nearly Extinct	Extinct	Still	0	2		yarl1236	No	Extinct language
abj	akab1249	Aka-Bea				Extinct	Extinct	Still	0	1		sout2683	No	Extinct language
aci	akac1240	Aka-Cari				Extinct	Extinct	Still	0	1		boca1235	No	Extinct language
ack	akak1251	Aka-Kora				Extinct	Extinct	Still	0	1		jeru1239	No	Extinct language
acl	akar1243	Akar-Bale				Extinct	Extinct	Still	0	1		sout2683	No	Extinct language
acs	acro1239	Acroá			Latn	Extinct	Extinct	Still	0	1		jece1235	No	Extinct language
aea	areb1238	Areba			Latn	Extinct	Extinct	Emerging	0	1		ribg1235	No	Extinct language
afh	afri1275	Afrihili	Ɛl-Afrihili		Latn				0	1		arti1236	Possibly	Constructed language
aga	agua1251	Aguano			Latn	Dormant	Extinct	Still	0	1		araw1288	No	Extinct language
aho	ahom1240	Ahom			Ahom	Dormant	Endangered	Emerging	0	1		assa1264	Yes, with caveat	Some sources report this as extinct, some as active
aid	alng1239	Alngith			Latn	Extinct	Extinct	Still	0	1		leni1237	No	Extinct language
ait	arik1264	Arikem			Latn	Extinct	Extinct	Still	0	1		arik1263	No	Extinct language
akj	akaj1239	Aka-Jeru				Extinct	Endangered	Emerging	0	1		jeru1239	Yes, with caveat	Some sources report this as extinct, some as active
akm	akab1248	Aka-Bo				Extinct	Extinct	Still	0	1		boca1235	No	Extinct language
akx	akak1252	Aka-Kede				Extinct	Extinct	Still	0	1		nort3276	No	Extinct language
aky	akak1253	Aka-Kol				Extinct	Extinct	Still	0	1		okol1242	No	Extinct language
ama	aman1266	Amanayé			Latn	Dormant	Endangered	Still	0	1		araw1290	Yes, with caveat	Some sources report this as extinct, some as active
amg	amar1271	Amurdak			Latn	Nearly Extinct	Endangered	Still	0	1		iwai1246	Yes	
anb	ando1255	Andoa			Latn	Extinct	Extinct	Emerging	0	1		arab1396	No	Extinct language
aor	aore1237	Aore			Latn	Extinct	Extinct	Still	0	1		sout3339	No	Extinct language
api	apia1248	Apiaká			Latn	Nearly Extinct	Endangered	Still	0	1		kawa1296	Yes	
apl	lipa1241	Lipan Apache			Latn	Dormant	Endangered	Emerging	0	1		east2723	Yes	
apq	apuc1241	A-Pucikwar				Extinct	Extinct	Still	0	1		okol1242	Possibly	Different sources consider this living or extinct
arj	arap1275	Arapaso			Latn	Dormant	Endangered	Still	0	1		arap1281	Yes, with caveat	Some sources report this as extinct, some as active
ash	abis1238	Abishira			Latn	Extinct	Extinct	Still	0	1			No	Extinct language
aux	aura1243	Aurá				Extinct	Extinct	Still	0	1		guaj1260	No	Extinct language
avd	alvi1241	Alviri-Vidari			Arab	Shifting	Endangered	Still	0	1		sout3177	Yes	
avk	kota1280	Kotava	Kotava	Spoken & Written	Latn				0	1		arti1236	Possibly	Constructed language
avo	agav1236	Agavotaguerra			Latn	Extinct	Extinct	Still	0	1		araw1288	No	Extinct language
awk	awab1243	Awabakal			Latn	Dormant	Endangered	Still	0	1		hunt1235	Yes, with caveat	Some sources report this as extinct, some as active
axe	ayer1246	Ayerrerenge			Latn	Extinct	Extinct	Still	0	1		ande1247	No	Extinct language
axg	mato1253	Mato Grosso Arára			Latn	Dormant	Endangered	Still	0	1			Yes, with caveat	Some sources report this as extinct, some as active
axl	lowe1436	Lower Southern Aranda			Latn	Extinct	Endangered	Still	0	1		sout3384	Yes, with caveat	Some sources report this as extinct, some as active
bdz	bade1240	Badeshi			Arab	Dormant	Endangered	Still	0	1		indo1329	Yes	
bjb	bang1339	Banggarla			Latn	Extinct	Endangered	Still	0	1		nort2752	Yes, with caveat	Some sources report this as extinct, some as active
boi	barb1263	Barbareño				Nearly Extinct	Endangered	Emerging	0	1		cent2139	Yes, with caveat	Some sources report this as extinct, some as active
bpt	barr1247	Barrow Point			Latn	Extinct	Extinct	Still	0	1		flin1248	No	Extinct language
brc	berb1259	Berbice Creole Dutch			Latn	Extinct	Extinct	Emerging	0	1		zeeu1239	No	Extinct language
bwh	bish1246	Bishuo			Latn	Extinct	Extinct	Emerging	0	1		sout3152	Possibly	Different sources consider this living or extinct
bxi	pirl1238	Pirlatapa			Latn	Extinct	Extinct	Still	0	1		pirl1239	No	Extinct language
bxo	bari1241	Barikanchi			Latn	Dormant	Endangered	Emerging	0	1		haus1258	Yes	
bxv	bera1261	Berakou			Latn	Extinct	Extinct	Emerging	0	1		naba1258	Yes, with caveat	Some sources report this as extinct, some as active
byb	biky1238	Bikya			Latn	Extinct	Extinct	Emerging	0	1		bebo1243	Possibly	Different sources consider this living or extinct
byg	bayg1239	Baygo				Dormant	Endangered	Still	0	1		nyal1252	Yes, with caveat	Some sources report this as extinct, some as active
bzr	biri1256	Biri			Latn	Dormant	Endangered	Still	0	1		east2716	Yes, with caveat	Some sources report this as extinct, some as active
caw	call1235	Callawalla	Callawalla		Latn	Dormant	Endangered	Still	0	1		quec1390	Yes	
caz	cani1243	Canichana			Latn	Dormant	Endangered	Still	0	1			Yes, with caveat	Some sources report this as extinct, some as active
chc	cata1286	Catawba	Iyeye			Nearly Extinct	Endangered	Still	0	1		cata1285	Yes, with caveat	Some sources report this as extinct, some as active
cip	chia1262	Chiapanec			Latn	Dormant	Endangered	Still	0	1		mang1426	Yes	
cmt	camt1236	Camtho			Latn	Dormant	Endangered	Still	0	1		zulu1249	Yes	
coj	coch1272	Cochimi	Tipai		Latn	Dormant	Endangered	Still	0	1		coch1276	Yes, with caveat	Some sources report this as extinct, some as active
csi	coas1301	Coast Miwok				Dormant	Endangered	Still	0	1		west2633	Yes, with caveat	Some sources report this as extinct, some as active
csz	coos1249	Coos			Latn	Dormant	Endangered	Emerging	0	1		coos1248	Yes	
cuy	cuit1236	Cuitlatec			Latn		Extinct	Still	0	1			Yes, with caveat	Some sources report this as extinct, some as active
dam	dama1268	Damakawa			Latn	Dormant	Endangered	Still	0	1		clel1239	Yes	
def	dezf1238	Dezfuli			Arab	Vigorous	Endangered	Still	0	1		luri1257	Yes	
dgw	daun1234	Daungwurrung			Latn	Nearly Extinct	Endangered	Still	0	1		woiw1237	Yes, with caveat	Some sources report this as extinct, some as active
dhu	dhur1239	Dhurga			Latn	Extinct	Endangered	Still	0	1		nort2761	Yes, with caveat	Some sources report this as extinct, some as active
dhx	dhun1239	Dhungaloo			Latn	Dormant	Endangered	Still	0	1		gure1255	Yes	
djf	djan1238	Djangun			Latn	Extinct	Extinct	Still	0	1		yala1261	No	Extinct language
djw	djaw1238	Djawi			Latn	Extinct	Extinct	Still	0	1		bard1254	No	Extinct language
dmd	madh1244	Madhi Madhi			Latn	Extinct	Endangered	Still	0	1		west2443	Yes, with caveat	Some sources report this as extinct, some as active
dsk	lush1256	Dokshi			Latn		Endangered	Still	0	1		zeem1243	Yes	
dth		Adithinngithigh			Latn	Extinct	Extinct	Still	0	1			No	Extinct language
dyb	dyab1238	Dyaberdyaber			Latn	Extinct	Extinct	Still	0	1		nyul1250	No	Extinct language
dze	djiw1241	Djiwarli			Latn	Extinct	Extinct	Still	0	1		djiw1240	No	Extinct language
ecy	eteo1240	Eteocypriot		Written	Cprt				0	1		uncl1493	Probably not	Historical langauge
err	erre1238	Erre			Latn	Extinct	Extinct	Still	0	1		urni1238	No	Extinct language
esh	esht1238	Eshtehardi			Arab	Shifting	Endangered	Still	0	1		rama1272	Yes	
ett	etru1241	Etruscan	𐌓𐌀𐌔𐌍𐌀	Written	Ital				0	1			Probably not	Historical langauge
eud	eude1234	Eudeve			Latn		Extinct	Still	0	1		opat1247	No	Extinct language
fln	flin1247	Flinders Island			Latn	Extinct	Extinct	Still	0	1		flin1248	No	Extinct language
fly	tsot1242	Tsotsitaal			Latn	Nearly Extinct	Endangered	Emerging	0	1		indo1335	Yes	
fos	sira1267	Siraya	Siraya		Latn	Dormant	Endangered	Still	0	1		east2493	Yes, with caveat	Some sources report this as extinct, some as active
gbw	kabi1260	Gabi-Gabi			Latn	Dormant	Endangered	Still	0	1		east2717	Yes	
gcd	gang1267	Ganggalida			Latn	Nearly Extinct	Endangered	Still	0	1		sout2758	Yes, with caveat	Some sources report this as extinct, some as active
gdc	gugu1253	Gugu Badhun			Latn	Dormant	Endangered	Still	0	1		waru1263	Yes, with caveat	Some sources report this as extinct, some as active
gez	geez1241	Geez	ግዕዝ		Ethi	Dormant	Extinct	Ascending	0	1		ethi1244	Probably not	Historical langauge
ggd	guga1239	Gugadj			Latn	Extinct	Extinct	Still	0	1		pama1251	No	Extinct language
ggk	kung1259	Kungarakany			Latn	Extinct	Extinct	Still	0	1			No	Extinct language
gib	giba1240	Gibanawa			Latn	Wider Communication	Endangered	Emerging	0	1		haus1258	Yes	
gjm	warr1257	Gunditjmara			Latn	Extinct	Extinct	Still	0	1		warr1256	No	Extinct language
gko	kokn1236	Kok-Nar			Latn	Extinct	Extinct	Still	0	1		norm1247	No	Extinct language
gku	dans1240	ǂUngkue			Latn		Extinct	Still	0	1		nuuu1241	No	Extinct language
gll	kala1380	Garlali			Latn	Extinct	Extinct	Still	0	1		east2872	No	Extinct language
gmy	myce1241	Mycenaean Greek	Μυκηναϊκή ελληνική	Written	Linb				0	1		east2798	Probably not	Historical langauge
gnh	lere1241	Lere			Latn	Nearly Extinct	Endangered	Still	0	1		nort3210	Yes	
goz	goza1238	Gozarkhani				Shifting	Endangered	Still	0	1		tati1244	Yes	
gqn	guan1270	Guana (Brazil)			Latn	Dormant	Endangered	Still	0	1		tere1279	Yes, with caveat	Some sources report this as extinct, some as active
grz	gura1254	Guramalum			Latn		Extinct	Still	0	1		mini1257	Yes, with caveat	Some sources report this as extinct, some as active
gtu	aghu1256	Aghu-Tharnggala			Latn	Extinct	Extinct	Still	0	1		book1242	No	Extinct language
gvy	guya1249	Guyani			Latn	Extinct	Extinct	Still	0	1		nort2752	No	Extinct language
gwm	awng1245	Awngthim			Latn	Extinct	Extinct	Still	0	1		tyan1235	No	Extinct language
gwu	guwa1243	Guwamu			Latn	Extinct	Extinct	Still	0	1		sout2765	No	Extinct language
gyf	gung1248	Gungabula			Latn	Extinct	Extinct	Still	0	1		sout2765	No	Extinct language
gyy	guny1241	Gunya			Latn	Extinct	Extinct	Still	0	1		marg1252	No	Extinct language
hit	hitt1242	Hittite	𒌷𒉌𒅆𒇷	Written	Xsux				0	1		anat1257	Probably not	Historical langauge
hmf	hmon1263	Hmong Don			Latn	Vigorous	Stable	Still	0	1		unun9990	Yes	
hmv	hmon1332	Hmong Dô			Latn	Vigorous	Stable	Still	0	1		unun9990	Yes	
hrp	nhir1234	Nhirrpi			Latn	Extinct	Extinct	Still	0	1		yand1253	No	Extinct language
huw	huku1237	Hukumina	bahasa Bambaa		Latn	Extinct	Extinct	Still	0	1		buru1322	No	Extinct language
hvc	hait1241	Haitian Vodoun Culture Language			Latn	Dormant	Endangered	Still	0	1		uncl1493	Yes	
ihb	ihab1241	Iha Based Pidgin	bahasa Iha Based Pidgin		Latn	Dormant	Endangered	Emerging	0	1		ihab1242	Yes	
iin	thii1234	Thiin			Latn	Extinct	Extinct	Still	0	1		djiw1240	No	Extinct language
ikr	ikar1243	Ikaranggal			Latn	Extinct	Extinct	Still	0	1		cent2337	No	Extinct language
ile	inte1260	Occidental	Interlingue	Spoken & Written	Latn				0	1		arti1236	Possibly	Constructed language
jan	jand1248	Jandai			Latn	Extinct	Extinct	Still	0	1		yaga1256	No	Extinct language
jbi	badj1244	Badjiri			Latn	Extinct	Extinct	Still	0	1		badj1246	No	Extinct language
jbw	yawi1239	Yawijibaya			Latn	Dormant	Endangered	Still	0	1		worr1237	Yes, with caveat	Some sources report this as extinct, some as active
jks	amam1247	Amami Koniya Sign Language		Sign	Zxxx		Endangered	Still	0	1		deaf1237	Yes	
juc	jurc1239	Jurchen				Extinct	Extinct	Emerging	0	1		manc1250	Probably not	Historical langauge
jut	juti1236	Jutish	Jysk		Latn	Vigorous			0	1		sout3248	Possibly	Some sources consider it a dialect of Danish, some say its an historical language
jvd	javi1237	Javindo			Latn	Dormant	Endangered	Emerging	0	1		glob1241	Yes	
kaw	kawi1241	Kawi	Bhāṣa Kawi		Bali				0	1		java1253	Probably not	Historical langauge
kof	kubi1239	Kubi			Latn	Dormant	Endangered	Still	0	1		kubi1240	Yes, with caveat	Some sources report this as extinct, some as active
kpn	kepk1241	Kepkiriwát			Latn	Extinct	Extinct	Still	0	1		tupi1275	No	Extinct language
kqu	vaal1235	Seroa			Latn	Extinct	Extinct	Still	0	1		east2867	No	Extinct language
kqz	kora1292	Korana			Latn	Dormant	Endangered	Emerging	0	1		sout3214	Yes, with caveat	Some sources report this as extinct, some as active
ksk	kans1243	Kansa	Kaáⁿze		Latn	Dormant	Endangered	Still	0	1		osag1244	Yes	
ktg	kalk1246	Kalkutung			Latn	Extinct	Extinct	Emerging	0	1		galg1238	No	Extinct language
kzw	kari1255	Karirí-Xocó			Latn	Dormant	Endangered	Still	0	1		uncl1493	Yes, with caveat	Some sources report this as extinct, some as active
ldd	luri1256	Luri			Latn	Extinct	Extinct	Emerging	0	1		nyam1284	Yes, with caveat	Some sources report this as extinct, some as active
lfn	ling1267	Lingua Franca Nova	lingua franca nova	Spoken & Written	Latn				0	1		arti1236	Possibly	Constructed language
lja	golp1234	Golpa			Latn	Extinct	Endangered	Still	0	1		yann1237	Yes, with caveat	Some sources report this as extinct, some as active
lkd	lako1248	Lakondê			Latn	Nearly Extinct	Endangered	Still	0	1		roos1235	Yes	
lku	kuun1236	Kungkari			Latn	Extinct	Extinct	Still	0	1		pirr1239	No	Extinct language
lmc	nucl1327	Limilngan			Latn	Extinct	Extinct	Still	0	1		limi1242	No	Extinct language
lmw	lake1258	Lake Miwok			Latn	Nearly Extinct	Endangered	Still	0	1		west2633	Yes	
lnj	leni1238	Leningitij			Latn	Extinct	Extinct	Still	0	1		leni1237	No	Extinct language
lov	lopi1243	Lopi				Vigorous	Stable	Still	0	1		book1242	Yes	
lox	loun1239	Loun	bahasa Loun		Latn	Extinct	Extinct	Still	0	1		nort3221	Possibly	Different sources consider this living or extinct
luf	laua1245	Laua			Latn	Extinct	Extinct	Still	0	1		mail1249	Possibly	Different sources consider this living or extinct
luq	lucu1238	Lucumi	Lucumí		Latn	Dormant	Endangered	Still	0	1		lucu1239	Yes	
luw	luoc1235	Luo (Cameroon)			Latn	Nearly Extinct	Extinct	Ascending	0	1		njer1241	Yes, with caveat	Some sources report this as extinct, some as active
lzh	lite1248	Literary Chinese	文言文	Written	Hans		Extinct	Ascending	0	1	zho	clas1255	Probably not	Historical langauge
mby	memo1238	Memoni			Arab	Shifting	Endangered	Emerging	0	1		uncl1504	Yes	
mcl	maca1261	Macaguaje			Latn	Dormant	Endangered	Still	0	1		sion1249	Yes, with caveat	Some sources report this as extinct, some as active
mhg	marg1251	Margu			Latn	Nearly Extinct	Extinct	Still	0	1		marr1257	Yes, with caveat	Some sources report this as extinct, some as active
mhj	mogh1245	Mogholi			Arab	Dormant	Endangered	Emerging	0	1		mong1329	Yes	
mjq	mala1466	Malaryan			Mlym	Dormant	Endangered	Still	0	1		mala1541	Yes, with caveat	Some sources report this as extinct, some as active
mmv	miri1270	Miriti			Latn	Dormant	Endangered	Still	0	1		arap1281	Yes, with caveat	Some sources report this as extinct, some as active
mpy	mapi1250	Mapia	bahasa Mapia		Latn	Extinct	Extinct	Still	0	1		nucl1749	Possibly	Different sources consider this living or extinct
mre	mart1251	Martha's Vineyard Sign Language		Sign	Zxxx		Extinct	Still	0	1		oksl1234	No	Extinct language
msp	mari1442	Maritsauá			Latn	Extinct	Extinct	Still	0	1		unun9935	No	Extinct language
mys	mesm1243	Mesmes				Extinct	Endangered	Still	0	1		inor1239	Yes, with caveat	Some sources report this as extinct, some as active
myz	clas1253	Classical Mandaic			Mand	Extinct	Extinct	Still	0	1		mand1468	Probably not	Historical langauge
nbg	naga1399	Nagarchal				Extinct	Extinct	Still	0	1		drav1252	Possibly	Different sources consider this living or extinct
nig	ngal1293	Ngalakan			Latn	Extinct	Extinct	Still	0	1		jala1236	No	Extinct language
njt	ndyu1241	Ndyuka-Trio Pidgin			Latn	Dormant	Endangered	Emerging	0	1		trio1239	Yes	
nmp	nima1245	Nimanbur			Latn	Extinct	Extinct	Still	0	1		west2872	No	Extinct language
nmr	nimb1256	Nimbari			Latn	Dormant	Endangered	Emerging	0	1		unun9905	Yes, with caveat	Some sources report this as extinct, some as active
